,state,zip,returnsCount,returnsSingleCount,returnsJointCount,returnsHOHCount,totalIncome,standardDeductionReturnsCount,childDeductionCount
12784,MN,56639,0.0,120.0,100.0,350.0,20.0,0.0,0.0
12785,MN,56641,0.0,80.0,70.0,250.0,0.0,0.0,0.0
12786,MN,56644,20.0,260.0,200.0,750.0,50.0,0.0,5.0
12787,MN,56646,0.0,120.0,80.0,290.0,20.0,0.0,0.0
12788,MN,56647,0.0,190.0,200.0,630.0,40.0,0.0,6.0
12789,MN,56649,120.0,2050.0,2930.0,7530.0,730.0,4841.0,56.0
12790,MN,56650,0.0,200.0,200.0,680.0,40.0,0.0,8.0
12791,MN,56651,0.0,120.0,160.0,560.0,0.0,0.0,3.0
12792,MN,56652,0.0,170.0,150.0,500.0,30.0,0.0,0.0
12793,MN,56653,0.0,320.0,370.0,1030.0,60.0,0.0,5.0
12794,MN,56655,20.0,470.0,410.0,1350.0,240.0,2199.0,6.0
12795,MN,56657,0.0,130.0,110.0,350.0,70.0,0.0,0.0
12796,MN,56660,0.0,50.0,60.0,210.0,0.0,0.0,0.0
12797,MN,56661,0.0,250.0,250.0,810.0,70.0,0.0,4.0
12798,MN,56662,0.0,140.0,140.0,430.0,90.0,729.0,0.0
12799,MN,56663,0.0,60.0,80.0,180.0,0.0,0.0,0.0
12800,MN,56667,0.0,180.0,190.0,600.0,30.0,0.0,7.0
12801,MN,56669,0.0,110.0,80.0,320.0,20.0,0.0,0.0
12802,MN,56672,30.0,480.0,540.0,1610.0,190.0,1955.0,11.0
12803,MN,56673,0.0,200.0,180.0,610.0,20.0,0.0,11.0
12804,MN,56676,0.0,510.0,480.0,1470.0,80.0,597.0,13.0
12805,MN,56678,0.0,350.0,410.0,1160.0,60.0,713.0,10.0
12806,MN,56681,0.0,80.0,70.0,230.0,0.0,0.0,0.0
12807,MN,56683,0.0,200.0,210.0,710.0,70.0,0.0,4.0
12808,MN,56684,0.0,130.0,100.0,360.0,0.0,0.0,0.0
12809,MN,56686,0.0,320.0,220.0,770.0,50.0,0.0,12.0
12810,MN,56701,170.0,3980.0,4170.0,11380.0,970.0,10299.0,139.0
12811,MN,56710,0.0,150.0,150.0,470.0,30.0,0.0,0.0
12812,MN,56713,0.0,340.0,210.0,840.0,90.0,828.0,5.0
12813,MN,56714,20.0,410.0,350.0,1100.0,100.0,0.0,20.0
12814,MN,56715,0.0,140.0,110.0,350.0,20.0,0.0,0.0
12815,MN,56716,130.0,2640.0,2460.0,7240.0,720.0,6295.0,42.0
12816,MN,56721,120.0,2510.0,3150.0,9640.0,790.0,8902.0,49.0
12817,MN,56722,0.0,130.0,90.0,340.0,30.0,0.0,0.0
12818,MN,56723,0.0,280.0,270.0,960.0,90.0,681.0,5.0
12819,MN,56725,0.0,350.0,220.0,870.0,90.0,0.0,11.0
12820,MN,56726,0.0,620.0,390.0,1330.0,140.0,963.0,18.0
12821,MN,56727,0.0,270.0,180.0,610.0,40.0,0.0,8.0
12822,MN,56728,0.0,450.0,300.0,1190.0,150.0,1688.0,7.0
12823,MN,56732,0.0,360.0,290.0,950.0,70.0,0.0,15.0
12824,MN,56733,0.0,140.0,70.0,360.0,50.0,0.0,0.0
12825,MN,56734,0.0,130.0,130.0,350.0,0.0,0.0,0.0
12826,MN,56735,0.0,260.0,230.0,770.0,60.0,0.0,7.0
12827,MN,56736,0.0,300.0,210.0,750.0,90.0,1418.0,5.0
12828,MN,56737,0.0,320.0,250.0,730.0,50.0,0.0,11.0
12829,MN,56738,0.0,450.0,420.0,1280.0,70.0,0.0,12.0
12830,MN,56742,0.0,260.0,210.0,780.0,40.0,0.0,10.0
12831,MN,56744,0.0,150.0,130.0,490.0,30.0,0.0,0.0
12832,MN,56748,0.0,190.0,180.0,520.0,30.0,0.0,5.0
12833,MN,56750,60.0,760.0,680.0,2230.0,200.0,819.0,24.0
12834,MN,56751,90.0,2060.0,1620.0,5470.0,630.0,4167.0,53.0
12835,MN,56754,0.0,160.0,160.0,470.0,30.0,0.0,5.0
12836,MN,56756,0.0,230.0,220.0,760.0,50.0,0.0,15.0
12837,MN,56757,0.0,330.0,190.0,790.0,80.0,0.0,5.0
12838,MN,56758,0.0,150.0,90.0,320.0,0.0,0.0,0.0
12839,MN,56759,0.0,130.0,90.0,310.0,30.0,0.0,0.0
12840,MN,56760,0.0,140.0,130.0,370.0,20.0,0.0,0.0
12841,MN,56761,0.0,150.0,110.0,360.0,20.0,0.0,5.0
12842,MN,56762,0.0,850.0,610.0,2400.0,250.0,2624.0,18.0
12843,MN,56763,70.0,1710.0,1560.0,4680.0,320.0,5237.0,71.0
12844,MN,99999,400.0,8470.0,9020.0,27150.0,1770.0,30395.0,150.0
12846,MS,38601,30.0,610.0,740.0,1980.0,60.0,1124.0,29.0
12847,MS,38603,40.0,680.0,800.0,2150.0,80.0,1022.0,22.0
12848,MS,38606,230.0,3530.0,5070.0,14120.0,650.0,14367.0,150.0
12849,MS,38610,30.0,880.0,1010.0,2700.0,90.0,1739.0,24.0
12850,MS,38611,370.0,4210.0,5240.0,14700.0,490.0,12868.0,126.0
12851,MS,38614,350.0,3430.0,4880.0,14010.0,560.0,13400.0,116.0
12852,MS,38617,0.0,150.0,190.0,530.0,0.0,0.0,5.0
12853,MS,38618,200.0,2850.0,3800.0,10460.0,350.0,9638.0,86.0
12854,MS,38619,80.0,1230.0,1470.0,3980.0,130.0,2283.0,44.0
12855,MS,38620,40.0,680.0,1180.0,3090.0,80.0,1611.0,33.0
12856,MS,38621,20.0,330.0,420.0,1140.0,0.0,0.0,9.0
12857,MS,38625,0.0,290.0,310.0,860.0,0.0,0.0,11.0
12858,MS,38626,0.0,240.0,260.0,770.0,30.0,0.0,11.0
12859,MS,38627,0.0,350.0,360.0,1090.0,30.0,664.0,12.0
12860,MS,38629,0.0,480.0,520.0,1480.0,30.0,0.0,14.0
12861,MS,38632,450.0,6580.0,8780.0,27800.0,1980.0,44529.0,137.0
12862,MS,38633,30.0,590.0,730.0,1950.0,40.0,659.0,19.0
12863,MS,38635,230.0,3880.0,4330.0,11310.0,330.0,11744.0,131.0
12864,MS,38637,340.0,5720.0,9760.0,23960.0,420.0,17673.0,291.0
12865,MS,38641,30.0,550.0,700.0,2190.0,120.0,2780.0,17.0
12866,MS,38642,40.0,740.0,790.0,2110.0,40.0,1916.0,19.0
12867,MS,38643,30.0,330.0,570.0,1570.0,30.0,920.0,19.0
12868,MS,38645,30.0,310.0,340.0,1110.0,70.0,529.0,10.0
12869,MS,38646,30.0,570.0,810.0,2200.0,70.0,2008.0,21.0
12870,MS,38647,0.0,310.0,340.0,910.0,0.0,428.0,8.0
12871,MS,38650,70.0,1080.0,1280.0,3600.0,80.0,1642.0,36.0
12872,MS,38651,150.0,2050.0,2640.0,8320.0,510.0,15181.0,48.0
12873,MS,38652,170.0,4960.0,5340.0,14890.0,700.0,12412.0,145.0
12874,MS,38654,980.0,12890.0,18140.0,53000.0,3240.0,114144.0,355.0
12875,MS,38655,570.0,9040.0,11620.0,33700.0,3650.0,88293.0,203.0
12876,MS,38658,30.0,450.0,710.0,2040.0,70.0,781.0,16.0
12877,MS,38659,20.0,630.0,800.0,2290.0,40.0,1387.0,21.0
12878,MS,38661,50.0,490.0,580.0,1570.0,50.0,1578.0,17.0
12879,MS,38663,100.0,3240.0,3550.0,9790.0,380.0,5054.0,121.0
12880,MS,38664,30.0,640.0,1040.0,2480.0,20.0,1576.0,37.0
12881,MS,38665,30.0,480.0,770.0,2230.0,40.0,616.0,16.0
12882,MS,38666,90.0,1500.0,2020.0,5500.0,170.0,4271.0,51.0
12883,MS,38668,190.0,3340.0,4210.0,12060.0,530.0,12441.0,107.0
12884,MS,38670,0.0,230.0,330.0,860.0,0.0,0.0,15.0
12885,MS,38671,570.0,7920.0,13500.0,33180.0,1040.0,29613.0,339.0
12886,MS,38672,260.0,3470.0,5050.0,15110.0,900.0,35398.0,96.0
12887,MS,38673,0.0,310.0,390.0,1090.0,50.0,1358.0,11.0
12888,MS,38674,0.0,280.0,310.0,780.0,30.0,0.0,8.0
12889,MS,38676,70.0,1510.0,1920.0,5280.0,140.0,4501.0,65.0
12890,MS,38680,80.0,1440.0,2350.0,6180.0,160.0,6323.0,58.0
12891,MS,38683,40.0,1100.0,1440.0,3870.0,80.0,1141.0,45.0
12892,MS,38685,0.0,350.0,400.0,1060.0,20.0,588.0,17.0
12893,MS,38701,300.0,4050.0,6080.0,16770.0,670.0,18128.0,151.0
12894,MS,38703,140.0,2270.0,3880.0,10090.0,210.0,8116.0,101.0
12895,MS,38720,0.0,110.0,130.0,390.0,0.0,0.0,0.0
12896,MS,38721,50.0,190.0,280.0,840.0,30.0,886.0,8.0
12897,MS,38725,20.0,190.0,210.0,700.0,20.0,0.0,6.0
12898,MS,38726,0.0,80.0,110.0,330.0,0.0,0.0,0.0
12899,MS,38730,30.0,460.0,430.0,1460.0,130.0,1684.0,10.0
12900,MS,38732,220.0,4080.0,4740.0,13510.0,910.0,19063.0,102.0
12901,MS,38736,0.0,110.0,140.0,390.0,0.0,0.0,0.0
12902,MS,38737,50.0,580.0,780.0,2040.0,40.0,1270.0,19.0
12903,MS,38740,0.0,100.0,110.0,350.0,0.0,0.0,0.0
12904,MS,38744,0.0,180.0,220.0,690.0,0.0,0.0,0.0
12905,MS,38746,0.0,100.0,160.0,410.0,0.0,0.0,5.0
12906,MS,38748,40.0,630.0,990.0,2830.0,90.0,2016.0,27.0
12907,MS,38751,190.0,2290.0,3320.0,9110.0,310.0,9575.0,76.0
12908,MS,38753,20.0,320.0,350.0,1110.0,60.0,776.0,6.0
12909,MS,38754,30.0,270.0,390.0,1090.0,0.0,639.0,8.0
12910,MS,38756,90.0,1220.0,1860.0,5170.0,250.0,4578.0,47.0
12911,MS,38759,0.0,380.0,340.0,1120.0,100.0,938.0,12.0
12912,MS,38761,40.0,310.0,610.0,1520.0,0.0,852.0,12.0
12913,MS,38762,30.0,410.0,650.0,1640.0,0.0,779.0,18.0
12914,MS,38769,30.0,410.0,610.0,1620.0,50.0,692.0,19.0
12915,MS,38771,50.0,620.0,840.0,2230.0,40.0,1452.0,20.0
12916,MS,38773,70.0,550.0,820.0,2310.0,70.0,1268.0,20.0
12917,MS,38774,20.0,530.0,720.0,1920.0,30.0,1314.0,21.0
12918,MS,38778,20.0,240.0,400.0,1090.0,0.0,0.0,9.0
12919,MS,38801,380.0,6790.0,9060.0,24980.0,1450.0,36218.0,261.0
12920,MS,38804,210.0,4060.0,5190.0,14110.0,1030.0,25956.0,137.0
12921,MS,38821,80.0,3050.0,3700.0,10450.0,510.0,10042.0,98.0
12922,MS,38824,120.0,2110.0,2580.0,6790.0,220.0,3878.0,76.0
12923,MS,38826,60.0,1390.0,1600.0,4850.0,410.0,9628.0,37.0
12924,MS,38827,20.0,820.0,850.0,2420.0,60.0,969.0,21.0
12925,MS,38828,30.0,1120.0,1440.0,4020.0,120.0,1664.0,39.0
12926,MS,38829,140.0,4810.0,5370.0,14480.0,580.0,9887.0,188.0
12927,MS,38833,20.0,550.0,700.0,1860.0,40.0,0.0,28.0
12928,MS,38834,370.0,6260.0,7630.0,21300.0,1090.0,17355.0,235.0
12929,MS,38838,0.0,410.0,430.0,1220.0,30.0,0.0,12.0
12930,MS,38841,20.0,1030.0,1120.0,3080.0,70.0,959.0,28.0
12931,MS,38843,100.0,2920.0,3340.0,9210.0,430.0,5162.0,86.0
12932,MS,38846,40.0,510.0,610.0,1710.0,40.0,625.0,22.0
12933,MS,38847,20.0,930.0,940.0,2610.0,80.0,825.0,21.0
12934,MS,38848,0.0,200.0,240.0,670.0,30.0,0.0,4.0
12935,MS,38849,60.0,1400.0,1920.0,5320.0,160.0,3560.0,52.0
12936,MS,38850,30.0,880.0,1030.0,2830.0,70.0,1017.0,27.0
12937,MS,38851,120.0,2110.0,2670.0,7170.0,240.0,7872.0,81.0
12938,MS,38852,110.0,2350.0,2580.0,7440.0,350.0,4148.0,74.0
12939,MS,38855,30.0,1190.0,1500.0,4040.0,160.0,1475.0,51.0
12940,MS,38856,0.0,480.0,520.0,1380.0,70.0,0.0,19.0
12941,MS,38857,30.0,940.0,1270.0,3710.0,130.0,3130.0,32.0
12942,MS,38858,60.0,1550.0,2210.0,5830.0,180.0,1839.0,71.0
12943,MS,38859,0.0,170.0,180.0,520.0,0.0,0.0,7.0
12944,MS,38860,70.0,1240.0,1870.0,4840.0,90.0,1643.0,63.0
12945,MS,38862,30.0,640.0,830.0,2120.0,90.0,835.0,28.0
12946,MS,38863,180.0,5820.0,6510.0,18200.0,630.0,10266.0,189.0
12947,MS,38864,0.0,410.0,420.0,1220.0,30.0,0.0,13.0
12948,MS,38865,40.0,1210.0,1450.0,3980.0,150.0,1806.0,59.0
12949,MS,38866,150.0,3040.0,3830.0,11330.0,700.0,16425.0,89.0
12950,MS,38868,80.0,1240.0,1760.0,4470.0,120.0,2035.0,62.0
12951,MS,38870,20.0,650.0,840.0,2370.0,100.0,1347.0,25.0
12952,MS,38871,20.0,520.0,570.0,1660.0,50.0,777.0,14.0
12953,MS,38873,30.0,710.0,800.0,2150.0,60.0,0.0,20.0
12954,MS,38876,0.0,360.0,370.0,1070.0,40.0,0.0,13.0
12955,MS,38878,30.0,860.0,790.0,2440.0,50.0,852.0,22.0
12956,MS,38901,360.0,4090.0,5430.0,14920.0,710.0,12100.0,166.0
12957,MS,38913,0.0,120.0,140.0,340.0,0.0,0.0,0.0
12958,MS,38914,0.0,130.0,150.0,420.0,0.0,0.0,3.0
12959,MS,38915,50.0,870.0,1010.0,3080.0,100.0,1276.0,30.0
12960,MS,38916,70.0,1150.0,1330.0,3760.0,110.0,2037.0,49.0
12961,MS,38917,80.0,670.0,800.0,2610.0,120.0,2638.0,23.0
12962,MS,38920,0.0,140.0,190.0,530.0,0.0,0.0,6.0
12963,MS,38921,60.0,1090.0,1320.0,3570.0,90.0,2454.0,42.0
12964,MS,38922,40.0,760.0,970.0,2600.0,70.0,1570.0,37.0
12965,MS,38923,50.0,260.0,340.0,990.0,0.0,571.0,5.0
12966,MS,38924,30.0,110.0,190.0,550.0,0.0,0.0,6.0
12967,MS,38925,60.0,470.0,630.0,1730.0,40.0,0.0,16.0
12968,MS,38927,0.0,230.0,320.0,920.0,0.0,0.0,8.0
12969,MS,38928,0.0,120.0,150.0,420.0,0.0,0.0,0.0
12970,MS,38929,0.0,270.0,380.0,1000.0,30.0,0.0,11.0
12971,MS,38930,530.0,3550.0,6700.0,19030.0,820.0,23582.0,173.0
12972,MS,38940,110.0,500.0,610.0,1800.0,70.0,1257.0,16.0
12973,MS,38941,110.0,510.0,1180.0,3110.0,40.0,3326.0,31.0
12974,MS,38943,30.0,190.0,190.0,640.0,30.0,0.0,4.0
12975,MS,38944,0.0,80.0,90.0,290.0,0.0,0.0,0.0
12976,MS,38948,30.0,470.0,650.0,1720.0,30.0,729.0,21.0
12977,MS,38949,0.0,50.0,70.0,210.0,0.0,0.0,0.0
12978,MS,38950,0.0,50.0,70.0,200.0,0.0,0.0,0.0
12979,MS,38951,0.0,240.0,320.0,880.0,20.0,0.0,8.0
12980,MS,38952,0.0,100.0,120.0,400.0,0.0,0.0,0.0
12981,MS,38953,0.0,160.0,170.0,530.0,0.0,0.0,0.0
12982,MS,38954,30.0,180.0,370.0,1040.0,0.0,0.0,9.0
12983,MS,38961,0.0,260.0,330.0,900.0,0.0,0.0,12.0
12984,MS,38963,30.0,310.0,460.0,1350.0,0.0,628.0,11.0
12985,MS,38965,90.0,2280.0,2790.0,7660.0,360.0,4485.0,78.0
12986,MS,38967,160.0,1560.0,1900.0,5490.0,210.0,4195.0,60.0
12987,MS,39038,100.0,980.0,1650.0,4550.0,100.0,3173.0,33.0
12988,MS,39039,50.0,570.0,670.0,2060.0,100.0,2066.0,16.0
12989,MS,39040,40.0,690.0,890.0,2680.0,90.0,1518.0,23.0
12990,MS,39041,100.0,800.0,1110.0,2900.0,110.0,2810.0,30.0
12991,MS,39042,720.0,8000.0,10800.0,33370.0,2400.0,55238.0,177.0
12992,MS,39044,40.0,960.0,1100.0,3080.0,110.0,2324.0,24.0
12993,MS,39045,20.0,330.0,450.0,1130.0,0.0,642.0,14.0
12994,MS,39046,710.0,6470.0,8480.0,24540.0,890.0,37177.0,224.0
12995,MS,39047,800.0,8750.0,11260.0,36110.0,3250.0,82394.0,172.0
12996,MS,39051,260.0,3810.0,4290.0,12610.0,340.0,8697.0,131.0
12997,MS,39054,0.0,120.0,160.0,440.0,0.0,0.0,0.0
12998,MS,39056,600.0,5590.0,7740.0,23870.0,1740.0,44620.0,140.0
12999,MS,39057,40.0,600.0,660.0,2060.0,20.0,0.0,23.0
13000,MS,39059,230.0,2790.0,3540.0,9600.0,350.0,7389.0,99.0
13001,MS,39063,60.0,780.0,910.0,2530.0,30.0,1170.0,28.0
13002,MS,39066,90.0,900.0,1330.0,3490.0,100.0,2916.0,36.0
13003,MS,39067,20.0,350.0,350.0,1010.0,30.0,0.0,10.0
13004,MS,39069,190.0,1090.0,1560.0,4260.0,50.0,3823.0,64.0
13005,MS,39071,150.0,1420.0,1640.0,5030.0,350.0,12713.0,38.0
13006,MS,39073,320.0,4350.0,6080.0,17650.0,800.0,14740.0,123.0
13007,MS,39074,310.0,3590.0,4110.0,12030.0,310.0,10016.0,117.0
13008,MS,39078,0.0,180.0,230.0,600.0,0.0,0.0,5.0
13009,MS,39079,30.0,390.0,500.0,1310.0,20.0,461.0,21.0
13010,MS,39082,0.0,310.0,390.0,1070.0,40.0,0.0,9.0
13011,MS,39083,180.0,2170.0,2790.0,7890.0,250.0,5150.0,78.0
13012,MS,39086,30.0,280.0,590.0,1580.0,20.0,598.0,17.0
13013,MS,39090,220.0,3080.0,3580.0,10480.0,410.0,8119.0,92.0
13014,MS,39092,70.0,810.0,920.0,2640.0,50.0,1203.0,32.0
13015,MS,39094,50.0,860.0,1080.0,3110.0,70.0,1578.0,25.0
13016,MS,39095,140.0,1450.0,1960.0,5280.0,110.0,2944.0,68.0
13017,MS,39096,80.0,320.0,500.0,1340.0,0.0,1617.0,21.0
13018,MS,39097,0.0,130.0,190.0,540.0,0.0,0.0,4.0
13019,MS,39108,30.0,460.0,490.0,1460.0,40.0,631.0,17.0
13020,MS,39110,950.0,12370.0,11130.0,46730.0,6740.0,202102.0,143.0
13021,MS,39111,110.0,2620.0,2620.0,7670.0,290.0,6089.0,59.0
13022,MS,39114,120.0,2490.0,2700.0,7880.0,240.0,5741.0,62.0
13023,MS,39116,20.0,680.0,690.0,2210.0,70.0,745.0,17.0
13024,MS,39117,270.0,2400.0,2700.0,8310.0,170.0,4345.0,63.0
13025,MS,39119,60.0,1440.0,1600.0,4510.0,110.0,2718.0,48.0
13026,MS,39120,470.0,6110.0,7580.0,21140.0,1200.0,23851.0,162.0
13027,MS,39140,30.0,600.0,600.0,1750.0,50.0,1628.0,15.0
13028,MS,39144,0.0,210.0,300.0,890.0,0.0,0.0,11.0
13029,MS,39145,90.0,1280.0,1540.0,4650.0,200.0,5558.0,32.0
13030,MS,39146,40.0,630.0,810.0,2160.0,30.0,1365.0,40.0
13031,MS,39149,0.0,400.0,430.0,1250.0,20.0,541.0,12.0
13032,MS,39150,170.0,1010.0,1570.0,4330.0,120.0,3579.0,46.0
13033,MS,39152,0.0,260.0,300.0,960.0,0.0,0.0,5.0
13034,MS,39153,30.0,880.0,930.0,2780.0,60.0,1449.0,22.0
13035,MS,39154,170.0,1930.0,2310.0,7110.0,530.0,14298.0,47.0
13036,MS,39156,0.0,110.0,120.0,420.0,0.0,0.0,0.0
13037,MS,39157,610.0,5930.0,7020.0,20730.0,2270.0,80613.0,131.0
13038,MS,39159,100.0,570.0,680.0,2160.0,100.0,1839.0,14.0
13039,MS,39160,50.0,650.0,760.0,2220.0,40.0,1369.0,25.0
13040,MS,39166,0.0,100.0,140.0,410.0,0.0,0.0,5.0
13041,MS,39168,120.0,1660.0,1910.0,5320.0,140.0,3932.0,69.0
13042,MS,39169,40.0,440.0,810.0,2170.0,20.0,865.0,26.0
13043,MS,39170,270.0,2430.0,2990.0,8790.0,540.0,16962.0,71.0
13044,MS,39175,110.0,950.0,1430.0,3840.0,120.0,3114.0,39.0
13045,MS,39176,30.0,400.0,550.0,1570.0,40.0,948.0,18.0
13046,MS,39179,30.0,250.0,330.0,990.0,40.0,904.0,12.0
13047,MS,39180,570.0,6600.0,9590.0,26100.0,1450.0,37259.0,210.0
13048,MS,39183,270.0,3050.0,4290.0,12190.0,640.0,15820.0,87.0
13049,MS,39189,50.0,980.0,1040.0,3010.0,30.0,1400.0,41.0
13050,MS,39191,110.0,1980.0,2250.0,6850.0,280.0,4124.0,55.0
13051,MS,39192,20.0,360.0,420.0,1230.0,40.0,836.0,13.0
13052,MS,39194,220.0,3250.0,4540.0,12740.0,330.0,11984.0,125.0
13053,MS,39201,0.0,120.0,150.0,380.0,30.0,5087.0,0.0
13054,MS,39202,140.0,1250.0,1980.0,4840.0,460.0,10536.0,45.0
13055,MS,39203,90.0,760.0,1300.0,2930.0,0.0,615.0,25.0
13056,MS,39204,320.0,3250.0,4900.0,11730.0,70.0,4066.0,104.0
13057,MS,39206,650.0,5140.0,7700.0,18700.0,510.0,20004.0,172.0
13058,MS,39208,580.0,5900.0,9430.0,25060.0,900.0,20749.0,197.0
13059,MS,39209,710.0,5590.0,8310.0,20360.0,300.0,10593.0,175.0
13060,MS,39211,570.0,6270.0,7100.0,21360.0,2690.0,77722.0,138.0
13061,MS,39212,740.0,6540.0,10140.0,25070.0,450.0,24547.0,241.0
13062,MS,39213,520.0,4080.0,6420.0,15630.0,200.0,10494.0,144.0
13063,MS,39216,70.0,890.0,980.0,2830.0,470.0,10165.0,14.0
13064,MS,39218,110.0,1480.0,2230.0,5990.0,200.0,4109.0,40.0
13065,MS,39232,180.0,2070.0,2440.0,7550.0,800.0,26182.0,37.0
13066,MS,39272,290.0,3140.0,5020.0,12630.0,360.0,19190.0,107.0
13067,MS,39301,250.0,5510.0,6750.0,18250.0,690.0,12451.0,141.0
13068,MS,39305,270.0,4930.0,5440.0,16560.0,1650.0,31517.0,108.0
13069,MS,39307,210.0,3700.0,4540.0,11490.0,240.0,4873.0,115.0
13070,MS,39320,30.0,400.0,490.0,1480.0,110.0,2196.0,9.0
13071,MS,39322,20.0,540.0,540.0,1530.0,40.0,1148.0,10.0
13072,MS,39323,20.0,270.0,350.0,1060.0,40.0,0.0,10.0
13073,MS,39325,70.0,1430.0,1720.0,5380.0,300.0,6335.0,31.0
13074,MS,39326,0.0,190.0,200.0,510.0,20.0,0.0,5.0
13075,MS,39327,60.0,900.0,1080.0,3260.0,160.0,2652.0,27.0
13076,MS,39328,80.0,1060.0,1350.0,3410.0,110.0,1432.0,34.0
13077,MS,39330,50.0,730.0,860.0,2590.0,120.0,1610.0,16.0
13078,MS,39332,30.0,450.0,510.0,1530.0,70.0,1391.0,13.0
13079,MS,39335,80.0,780.0,950.0,2500.0,140.0,2256.0,27.0
13080,MS,39336,30.0,380.0,430.0,1190.0,20.0,0.0,9.0
13081,MS,39337,0.0,390.0,510.0,1450.0,70.0,573.0,14.0
13082,MS,39338,50.0,770.0,900.0,2540.0,50.0,1930.0,31.0
13083,MS,39339,180.0,3810.0,4250.0,11940.0,590.0,8754.0,107.0
13084,MS,39341,120.0,1650.0,1940.0,5620.0,140.0,5323.0,66.0
13085,MS,39342,30.0,440.0,530.0,1530.0,70.0,2672.0,13.0
13086,MS,39345,140.0,1670.0,2020.0,5390.0,190.0,3987.0,52.0
13087,MS,39346,40.0,550.0,600.0,1710.0,70.0,773.0,18.0
13088,MS,39347,0.0,350.0,400.0,1090.0,50.0,612.0,8.0
13089,MS,39348,0.0,150.0,210.0,520.0,0.0,0.0,8.0
13090,MS,39350,390.0,6210.0,7190.0,20870.0,770.0,14202.0,252.0
13091,MS,39352,20.0,220.0,240.0,660.0,0.0,0.0,7.0
13092,MS,39354,0.0,460.0,530.0,1420.0,50.0,1292.0,12.0
13093,MS,39355,60.0,1710.0,1880.0,5290.0,230.0,4583.0,41.0
13094,MS,39356,20.0,170.0,180.0,490.0,0.0,0.0,5.0
13095,MS,39358,20.0,280.0,420.0,1050.0,30.0,697.0,9.0
13096,MS,39360,40.0,980.0,1070.0,2970.0,70.0,1521.0,28.0
13097,MS,39361,20.0,290.0,370.0,1020.0,20.0,780.0,11.0
13098,MS,39362,30.0,790.0,790.0,2170.0,50.0,1170.0,19.0
13099,MS,39363,0.0,400.0,480.0,1240.0,20.0,0.0,14.0
13100,MS,39364,40.0,670.0,920.0,2490.0,90.0,1472.0,22.0
13101,MS,39365,100.0,1720.0,2170.0,6370.0,210.0,4198.0,55.0
13102,MS,39366,0.0,300.0,410.0,1040.0,0.0,697.0,12.0
13103,MS,39367,170.0,4550.0,4340.0,12600.0,460.0,11686.0,104.0
13104,MS,39401,580.0,7770.0,12200.0,29470.0,1080.0,19822.0,265.0
13105,MS,39402,650.0,9380.0,12080.0,36550.0,3460.0,82304.0,219.0
13106,MS,39421,30.0,840.0,900.0,2450.0,70.0,1351.0,30.0
13107,MS,39422,110.0,1490.0,1590.0,4610.0,150.0,4122.0,66.0
13108,MS,39423,30.0,610.0,710.0,1900.0,50.0,0.0,16.0
13109,MS,39425,30.0,360.0,440.0,1350.0,30.0,0.0,11.0
13110,MS,39426,200.0,3740.0,4770.0,14750.0,880.0,11471.0,105.0
13111,MS,39427,0.0,300.0,310.0,920.0,20.0,0.0,5.0
13112,MS,39428,110.0,2320.0,2730.0,7720.0,260.0,7014.0,84.0
13113,MS,39429,180.0,4020.0,4400.0,12820.0,570.0,15242.0,108.0
13114,MS,39437,340.0,2800.0,3380.0,10870.0,500.0,13119.0,76.0
13115,MS,39439,60.0,1190.0,1350.0,3640.0,80.0,2816.0,48.0
13116,MS,39440,300.0,4060.0,5330.0,15180.0,550.0,15493.0,155.0
13117,MS,39443,410.0,5200.0,6150.0,19160.0,860.0,16848.0,131.0
13118,MS,39451,20.0,1200.0,1070.0,3520.0,110.0,2724.0,15.0
13119,MS,39452,320.0,7600.0,7610.0,24240.0,980.0,19142.0,139.0
13120,MS,39455,100.0,1750.0,2370.0,7130.0,250.0,4744.0,55.0
13121,MS,39456,0.0,380.0,390.0,1150.0,0.0,743.0,10.0
13122,MS,39459,90.0,830.0,960.0,3190.0,100.0,1794.0,24.0
13123,MS,39461,0.0,170.0,140.0,450.0,0.0,0.0,0.0
13124,MS,39462,0.0,260.0,320.0,950.0,0.0,0.0,10.0
13125,MS,39464,40.0,540.0,620.0,1840.0,70.0,919.0,14.0
13126,MS,39465,280.0,5050.0,6700.0,20270.0,1020.0,19268.0,135.0
13127,MS,39466,430.0,5810.0,7900.0,22500.0,1040.0,15195.0,174.0
13128,MS,39470,170.0,2740.0,3240.0,9750.0,470.0,7145.0,62.0
13129,MS,39474,80.0,1450.0,1620.0,4370.0,140.0,3699.0,50.0
13130,MS,39475,180.0,2850.0,3760.0,11470.0,570.0,11344.0,74.0
13131,MS,39476,80.0,1850.0,2040.0,6210.0,180.0,4341.0,40.0
13132,MS,39478,30.0,510.0,520.0,1560.0,50.0,675.0,14.0
13133,MS,39479,70.0,1430.0,1520.0,4950.0,210.0,4012.0,35.0
13134,MS,39480,60.0,610.0,660.0,2050.0,90.0,2165.0,17.0
13135,MS,39481,40.0,440.0,470.0,1500.0,60.0,806.0,14.0
13136,MS,39482,120.0,2790.0,2920.0,9990.0,470.0,12254.0,71.0
13137,MS,39483,70.0,1430.0,1530.0,4590.0,150.0,2962.0,37.0
13138,MS,39501,330.0,4220.0,7050.0,16980.0,400.0,8905.0,193.0
13139,MS,39503,780.0,10650.0,16960.0,46240.0,2160.0,44896.0,405.0
