,state,zip,returnsCount,returnsSingleCount,returnsJointCount,returnsHOHCount,totalIncome,standardDeductionReturnsCount,childDeductionCount
7359,IN,47922,20.0,370.0,440.0,1280.0,90.0,0.0,11.0
7360,IN,47923,40.0,850.0,1230.0,3370.0,290.0,1240.0,22.0
7361,IN,47926,0.0,280.0,350.0,1040.0,40.0,0.0,11.0
7362,IN,47928,30.0,530.0,580.0,1580.0,70.0,0.0,14.0
7363,IN,47929,0.0,220.0,280.0,770.0,70.0,0.0,10.0
7364,IN,47930,0.0,260.0,360.0,1050.0,60.0,0.0,7.0
7365,IN,47932,60.0,1610.0,1640.0,4850.0,440.0,3453.0,33.0
7366,IN,47933,380.0,7440.0,9230.0,25220.0,2060.0,14710.0,225.0
7367,IN,47940,0.0,370.0,490.0,1330.0,90.0,0.0,12.0
7368,IN,47942,0.0,220.0,240.0,590.0,60.0,0.0,0.0
7369,IN,47943,0.0,290.0,290.0,950.0,40.0,604.0,5.0
7370,IN,47944,30.0,1010.0,1080.0,3300.0,320.0,1796.0,24.0
7371,IN,47946,20.0,540.0,530.0,1740.0,160.0,2023.0,14.0
7372,IN,47948,0.0,350.0,410.0,1200.0,70.0,0.0,10.0
7373,IN,47949,0.0,350.0,430.0,1170.0,70.0,0.0,12.0
7374,IN,47950,0.0,220.0,290.0,790.0,30.0,0.0,6.0
7375,IN,47951,30.0,620.0,620.0,1810.0,180.0,1021.0,14.0
7376,IN,47952,30.0,700.0,720.0,2210.0,110.0,744.0,22.0
7377,IN,47954,40.0,590.0,710.0,2130.0,140.0,0.0,18.0
7378,IN,47955,0.0,220.0,330.0,980.0,60.0,0.0,9.0
7379,IN,47957,20.0,370.0,530.0,1560.0,50.0,0.0,11.0
7380,IN,47959,20.0,750.0,850.0,2520.0,120.0,601.0,35.0
7381,IN,47960,190.0,4140.0,5050.0,13570.0,1270.0,11035.0,130.0
7382,IN,47963,30.0,490.0,600.0,1740.0,120.0,0.0,12.0
7383,IN,47967,0.0,170.0,240.0,680.0,40.0,0.0,4.0
7384,IN,47968,0.0,280.0,330.0,940.0,70.0,0.0,7.0
7385,IN,47970,20.0,420.0,670.0,1860.0,130.0,0.0,14.0
7386,IN,47971,0.0,430.0,580.0,1650.0,110.0,0.0,13.0
7387,IN,47974,0.0,330.0,330.0,1010.0,60.0,0.0,10.0
7388,IN,47975,0.0,210.0,220.0,700.0,70.0,0.0,7.0
7389,IN,47977,20.0,580.0,730.0,2100.0,170.0,2296.0,19.0
7390,IN,47978,130.0,2820.0,3420.0,9640.0,730.0,6312.0,65.0
7391,IN,47980,0.0,300.0,310.0,990.0,70.0,0.0,4.0
7392,IN,47981,0.0,210.0,290.0,880.0,60.0,0.0,7.0
7393,IN,47987,50.0,1110.0,1170.0,3380.0,200.0,1390.0,26.0
7394,IN,47989,20.0,360.0,400.0,1200.0,80.0,0.0,6.0
7395,IN,47990,20.0,480.0,580.0,1580.0,110.0,0.0,14.0
7396,IN,47991,0.0,300.0,350.0,990.0,50.0,0.0,8.0
7397,IN,47992,0.0,350.0,470.0,1390.0,130.0,866.0,7.0
7398,IN,47993,50.0,1100.0,1200.0,3590.0,230.0,1655.0,32.0
7399,IN,47994,0.0,210.0,170.0,560.0,40.0,0.0,6.0
7400,IN,47995,20.0,460.0,510.0,1600.0,130.0,699.0,19.0
7401,IN,99999,750.0,12540.0,15780.0,41900.0,2460.0,26961.0,264.0
7403,IA,50001,0.0,200.0,220.0,650.0,50.0,709.0,0.0
7404,IA,50002,0.0,460.0,340.0,1150.0,150.0,693.0,8.0
7405,IA,50003,70.0,2430.0,2650.0,9290.0,1100.0,32299.0,38.0
7406,IA,50005,0.0,220.0,180.0,580.0,50.0,0.0,5.0
7407,IA,50006,20.0,550.0,440.0,1440.0,130.0,614.0,10.0
7408,IA,50007,0.0,140.0,140.0,480.0,60.0,1000.0,0.0
7409,IA,50008,0.0,250.0,240.0,750.0,40.0,0.0,9.0
7410,IA,50009,200.0,5160.0,7010.0,19950.0,2020.0,27296.0,124.0
7411,IA,50010,310.0,6220.0,9170.0,23800.0,3850.0,51699.0,134.0
7412,IA,50014,260.0,4330.0,7630.0,17860.0,2790.0,39681.0,90.0
7413,IA,50020,0.0,480.0,330.0,1170.0,140.0,634.0,11.0
7414,IA,50021,250.0,6710.0,9200.0,27270.0,3600.0,68244.0,127.0
7415,IA,50022,40.0,2610.0,2300.0,6980.0,840.0,7683.0,67.0
7416,IA,50023,370.0,9270.0,13320.0,40570.0,4930.0,76385.0,178.0
7417,IA,50025,30.0,1020.0,780.0,2650.0,310.0,2419.0,21.0
7418,IA,50026,0.0,150.0,140.0,400.0,40.0,0.0,3.0
7419,IA,50027,0.0,80.0,90.0,230.0,0.0,0.0,0.0
7420,IA,50028,0.0,460.0,480.0,1500.0,140.0,937.0,10.0
7421,IA,50029,0.0,190.0,180.0,520.0,40.0,0.0,4.0
7422,IA,50034,0.0,120.0,100.0,380.0,50.0,0.0,0.0
7423,IA,50035,60.0,1920.0,2700.0,8870.0,650.0,9909.0,41.0
7424,IA,50036,100.0,4850.0,5300.0,14840.0,1670.0,15897.0,117.0
7425,IA,50039,0.0,90.0,120.0,340.0,20.0,0.0,0.0
7426,IA,50042,0.0,100.0,80.0,240.0,30.0,0.0,0.0
7427,IA,50044,0.0,280.0,260.0,770.0,50.0,0.0,6.0
7428,IA,50046,0.0,430.0,460.0,1530.0,170.0,1479.0,9.0
7429,IA,50047,60.0,1560.0,1990.0,5820.0,590.0,6741.0,33.0
7430,IA,50048,0.0,270.0,230.0,730.0,90.0,0.0,7.0
7431,IA,50049,50.0,2120.0,1950.0,5760.0,460.0,4039.0,68.0
7432,IA,50050,0.0,220.0,170.0,610.0,70.0,0.0,8.0
7433,IA,50051,0.0,90.0,70.0,260.0,20.0,0.0,0.0
7434,IA,50054,30.0,800.0,1140.0,3100.0,250.0,1709.0,29.0
7435,IA,50055,0.0,290.0,310.0,960.0,80.0,561.0,6.0
7436,IA,50056,0.0,430.0,440.0,1290.0,120.0,649.0,8.0
7437,IA,50058,0.0,610.0,520.0,1670.0,180.0,913.0,17.0
7438,IA,50060,20.0,760.0,690.0,2220.0,170.0,1546.0,24.0
7439,IA,50061,0.0,610.0,440.0,2080.0,410.0,8352.0,6.0
7440,IA,50062,0.0,180.0,190.0,590.0,20.0,0.0,5.0
7441,IA,50063,40.0,830.0,800.0,2770.0,350.0,5598.0,14.0
7442,IA,50065,0.0,130.0,110.0,400.0,0.0,0.0,0.0
7443,IA,50066,0.0,70.0,80.0,230.0,0.0,0.0,0.0
7444,IA,50067,0.0,70.0,80.0,250.0,0.0,0.0,0.0
7445,IA,50068,0.0,100.0,100.0,290.0,0.0,0.0,0.0
7446,IA,50069,0.0,240.0,330.0,960.0,70.0,941.0,3.0
7447,IA,50070,0.0,430.0,470.0,1460.0,130.0,962.0,9.0
7448,IA,50071,0.0,280.0,250.0,820.0,60.0,598.0,4.0
7449,IA,50072,20.0,750.0,800.0,2670.0,250.0,4123.0,12.0
7450,IA,50073,0.0,380.0,450.0,1400.0,160.0,1877.0,7.0
7451,IA,50074,0.0,120.0,60.0,280.0,70.0,809.0,0.0
7452,IA,50075,0.0,240.0,240.0,810.0,60.0,0.0,7.0
7453,IA,50076,0.0,470.0,370.0,1250.0,130.0,930.0,11.0
7454,IA,50103,0.0,130.0,110.0,350.0,0.0,0.0,0.0
7455,IA,50105,0.0,330.0,420.0,1370.0,120.0,2173.0,6.0
7456,IA,50106,0.0,360.0,290.0,980.0,80.0,0.0,7.0
7457,IA,50107,0.0,260.0,300.0,800.0,50.0,0.0,6.0
7458,IA,50108,0.0,150.0,100.0,330.0,30.0,0.0,0.0
7459,IA,50109,30.0,860.0,940.0,3420.0,460.0,6189.0,7.0
7460,IA,50111,160.0,3780.0,5260.0,15930.0,1650.0,28195.0,75.0
7461,IA,50112,80.0,3180.0,2950.0,9000.0,1260.0,13754.0,68.0
7462,IA,50115,0.0,920.0,750.0,2380.0,270.0,2669.0,16.0
7463,IA,50116,0.0,90.0,100.0,250.0,0.0,0.0,0.0
7464,IA,50118,0.0,200.0,290.0,800.0,40.0,485.0,4.0
7465,IA,50119,0.0,150.0,150.0,440.0,20.0,0.0,0.0
7466,IA,50120,0.0,130.0,110.0,340.0,30.0,0.0,0.0
7467,IA,50122,20.0,450.0,360.0,1270.0,150.0,1459.0,11.0
7468,IA,50123,0.0,270.0,210.0,690.0,60.0,0.0,6.0
7469,IA,50124,40.0,1050.0,1280.0,4490.0,520.0,7064.0,23.0
7470,IA,50125,170.0,5510.0,6260.0,18790.0,2210.0,28245.0,121.0
7471,IA,50126,100.0,2160.0,1860.0,5630.0,680.0,8479.0,49.0
7472,IA,50128,0.0,100.0,100.0,260.0,30.0,0.0,0.0
7473,IA,50129,40.0,1520.0,1480.0,4500.0,550.0,4415.0,41.0
7474,IA,50130,0.0,490.0,480.0,1570.0,140.0,1136.0,11.0
7475,IA,50131,240.0,5870.0,6870.0,22910.0,3740.0,73041.0,93.0
7476,IA,50132,0.0,120.0,100.0,320.0,20.0,0.0,0.0
7477,IA,50133,0.0,140.0,140.0,430.0,20.0,0.0,5.0
7478,IA,50134,0.0,180.0,220.0,630.0,70.0,513.0,0.0
7479,IA,50135,0.0,510.0,500.0,1480.0,180.0,944.0,15.0
7480,IA,50136,0.0,120.0,100.0,340.0,0.0,0.0,0.0
7481,IA,50138,70.0,3600.0,3790.0,10270.0,1070.0,8006.0,84.0
7482,IA,50139,0.0,380.0,380.0,1150.0,80.0,0.0,9.0
7483,IA,50140,20.0,570.0,530.0,1750.0,130.0,1465.0,18.0
7484,IA,50141,0.0,190.0,140.0,490.0,40.0,0.0,3.0
7485,IA,50143,0.0,200.0,160.0,570.0,80.0,0.0,0.0
7486,IA,50144,0.0,790.0,760.0,2350.0,110.0,1217.0,15.0
7487,IA,50146,0.0,140.0,130.0,450.0,30.0,0.0,0.0
7488,IA,50147,0.0,120.0,100.0,340.0,0.0,0.0,0.0
7489,IA,50148,0.0,110.0,110.0,390.0,30.0,0.0,5.0
7490,IA,50149,0.0,290.0,250.0,900.0,30.0,0.0,6.0
7491,IA,50150,0.0,270.0,270.0,800.0,40.0,0.0,6.0
7492,IA,50151,0.0,240.0,210.0,650.0,40.0,0.0,6.0
7493,IA,50153,0.0,280.0,200.0,760.0,80.0,0.0,7.0
7494,IA,50154,0.0,140.0,140.0,470.0,40.0,0.0,3.0
7495,IA,50156,40.0,1220.0,1410.0,4230.0,440.0,3853.0,23.0
7496,IA,50157,0.0,240.0,180.0,600.0,40.0,0.0,6.0
7497,IA,50158,480.0,8970.0,9340.0,28110.0,2220.0,24931.0,233.0
7498,IA,50161,0.0,580.0,590.0,1840.0,170.0,1666.0,15.0
7499,IA,50162,0.0,350.0,350.0,1130.0,80.0,0.0,9.0
7500,IA,50164,0.0,170.0,180.0,570.0,30.0,0.0,5.0
7501,IA,50166,0.0,440.0,520.0,1460.0,110.0,588.0,9.0
7502,IA,50167,0.0,180.0,210.0,670.0,70.0,0.0,5.0
7503,IA,50168,0.0,250.0,250.0,820.0,60.0,697.0,4.0
7504,IA,50169,30.0,610.0,850.0,2410.0,230.0,2886.0,14.0
7505,IA,50170,20.0,880.0,920.0,2760.0,300.0,2509.0,15.0
7506,IA,50171,20.0,960.0,730.0,2480.0,310.0,2071.0,22.0
7507,IA,50173,0.0,180.0,180.0,580.0,30.0,0.0,8.0
7508,IA,50174,0.0,430.0,370.0,1140.0,70.0,0.0,9.0
7509,IA,50201,90.0,2230.0,2670.0,7720.0,820.0,9749.0,52.0
7510,IA,50206,0.0,160.0,130.0,470.0,30.0,0.0,0.0
7511,IA,50207,0.0,760.0,660.0,2230.0,190.0,2221.0,20.0
7512,IA,50208,180.0,4930.0,6280.0,17000.0,1730.0,15737.0,148.0
7513,IA,50210,0.0,540.0,550.0,1680.0,180.0,1601.0,8.0
7514,IA,50211,130.0,3820.0,4750.0,14740.0,1690.0,27564.0,64.0
7515,IA,50212,20.0,990.0,910.0,2860.0,340.0,2040.0,20.0
7516,IA,50213,70.0,2320.0,2320.0,6510.0,430.0,3353.0,74.0
7517,IA,50214,0.0,280.0,250.0,850.0,110.0,860.0,4.0
7518,IA,50216,0.0,970.0,700.0,2610.0,440.0,7463.0,12.0
7519,IA,50217,0.0,180.0,150.0,470.0,70.0,0.0,5.0
7520,IA,50219,100.0,4190.0,3510.0,12980.0,2030.0,33854.0,81.0
7521,IA,50220,90.0,2530.0,2790.0,8250.0,530.0,5091.0,78.0
7522,IA,50222,0.0,150.0,130.0,470.0,30.0,0.0,0.0
7523,IA,50223,0.0,100.0,110.0,260.0,20.0,0.0,0.0
7524,IA,50225,30.0,850.0,930.0,2780.0,240.0,2378.0,17.0
7525,IA,50226,70.0,1570.0,1870.0,6810.0,880.0,15084.0,19.0
7526,IA,50228,30.0,630.0,700.0,2390.0,260.0,1750.0,10.0
7527,IA,50229,0.0,340.0,310.0,1110.0,140.0,2160.0,4.0
7528,IA,50230,0.0,340.0,310.0,1040.0,110.0,0.0,6.0
7529,IA,50232,0.0,170.0,150.0,480.0,60.0,0.0,0.0
7530,IA,50233,0.0,340.0,410.0,1150.0,90.0,687.0,8.0
7531,IA,50234,0.0,180.0,150.0,510.0,60.0,0.0,6.0
7532,IA,50235,0.0,140.0,120.0,350.0,40.0,0.0,0.0
7533,IA,50236,0.0,440.0,500.0,1620.0,160.0,1162.0,9.0
7534,IA,50237,20.0,940.0,910.0,3170.0,370.0,4812.0,11.0
7535,IA,50238,0.0,370.0,290.0,930.0,70.0,0.0,9.0
7536,IA,50240,20.0,730.0,740.0,2360.0,230.0,2893.0,14.0
7537,IA,50242,0.0,130.0,100.0,380.0,30.0,0.0,0.0
7538,IA,50244,20.0,500.0,590.0,1810.0,210.0,2079.0,10.0
7539,IA,50246,0.0,190.0,190.0,590.0,50.0,0.0,0.0
7540,IA,50247,20.0,790.0,540.0,2270.0,230.0,1785.0,13.0
7541,IA,50248,40.0,1290.0,1240.0,4070.0,580.0,6463.0,18.0
7542,IA,50249,0.0,360.0,340.0,1040.0,200.0,0.0,8.0
7543,IA,50250,0.0,680.0,750.0,2200.0,160.0,1186.0,19.0
7544,IA,50251,0.0,450.0,320.0,1310.0,250.0,1311.0,7.0
7545,IA,50252,0.0,110.0,110.0,370.0,20.0,0.0,0.0
7546,IA,50254,0.0,90.0,100.0,260.0,0.0,0.0,0.0
7547,IA,50256,0.0,160.0,160.0,440.0,30.0,0.0,0.0
7548,IA,50257,0.0,310.0,300.0,980.0,70.0,592.0,8.0
7549,IA,50258,0.0,240.0,200.0,660.0,60.0,0.0,0.0
7550,IA,50261,30.0,730.0,790.0,2880.0,370.0,7325.0,15.0
7551,IA,50262,0.0,120.0,110.0,340.0,0.0,0.0,0.0
7552,IA,50263,240.0,5790.0,7640.0,24200.0,3020.0,63226.0,100.0
7553,IA,50264,0.0,140.0,110.0,390.0,0.0,0.0,0.0
7554,IA,50265,370.0,8150.0,10630.0,29900.0,4500.0,63256.0,183.0
7555,IA,50266,380.0,8970.0,12280.0,32970.0,5070.0,89134.0,163.0
7556,IA,50268,0.0,230.0,250.0,750.0,50.0,0.0,6.0
7557,IA,50271,0.0,190.0,150.0,500.0,50.0,0.0,0.0
7558,IA,50273,60.0,2510.0,2510.0,7990.0,870.0,10524.0,45.0
7559,IA,50274,0.0,110.0,100.0,300.0,40.0,0.0,0.0
7560,IA,50275,0.0,170.0,150.0,430.0,30.0,0.0,0.0
7561,IA,50276,0.0,620.0,660.0,1890.0,200.0,1766.0,10.0
7562,IA,50277,0.0,160.0,140.0,500.0,40.0,0.0,0.0
7563,IA,50278,0.0,260.0,230.0,730.0,90.0,0.0,8.0
7564,IA,50309,100.0,1870.0,4020.0,6630.0,990.0,17369.0,45.0
7565,IA,50310,400.0,7600.0,10970.0,27520.0,2730.0,29816.0,276.0
7566,IA,50311,160.0,2760.0,4280.0,10490.0,990.0,10619.0,81.0
7567,IA,50312,160.0,4000.0,4390.0,13130.0,2670.0,64402.0,64.0
7568,IA,50313,190.0,4130.0,5870.0,14670.0,860.0,9217.0,151.0
7569,IA,50314,170.0,2440.0,3550.0,9500.0,240.0,2056.0,111.0
7570,IA,50315,410.0,8610.0,13200.0,31810.0,1600.0,20168.0,337.0
7571,IA,50316,220.0,3580.0,5220.0,13240.0,380.0,3898.0,148.0
7572,IA,50317,420.0,8640.0,13230.0,32570.0,1500.0,19519.0,341.0
7573,IA,50320,260.0,5140.0,7630.0,20460.0,1100.0,14794.0,194.0
7574,IA,50321,80.0,2050.0,2520.0,7080.0,930.0,16870.0,49.0
7575,IA,50322,410.0,8200.0,10410.0,29710.0,4090.0,50005.0,207.0
7576,IA,50323,130.0,4170.0,3910.0,16860.0,3100.0,69228.0,35.0
7577,IA,50324,60.0,1370.0,1690.0,4880.0,790.0,6735.0,34.0
7578,IA,50325,200.0,5000.0,4970.0,18480.0,3340.0,56184.0,73.0
7579,IA,50327,120.0,2910.0,3670.0,11000.0,1230.0,18501.0,54.0
7580,IA,50401,220.0,7630.0,9180.0,24280.0,2710.0,27200.0,236.0
7581,IA,50420,0.0,130.0,90.0,330.0,30.0,0.0,0.0
7582,IA,50421,40.0,1080.0,950.0,2740.0,320.0,3243.0,23.0
7583,IA,50423,30.0,920.0,770.0,2500.0,270.0,1782.0,29.0
7584,IA,50424,0.0,510.0,360.0,1330.0,160.0,1348.0,11.0
7585,IA,50428,90.0,3090.0,2590.0,8420.0,1270.0,17739.0,59.0
7586,IA,50430,0.0,160.0,100.0,370.0,60.0,0.0,0.0
7587,IA,50433,0.0,90.0,50.0,210.0,0.0,0.0,0.0
7588,IA,50434,0.0,150.0,140.0,390.0,40.0,0.0,0.0
7589,IA,50435,0.0,240.0,200.0,670.0,60.0,0.0,5.0
7590,IA,50436,40.0,1630.0,1720.0,4840.0,640.0,6067.0,47.0
7591,IA,50438,30.0,1330.0,1150.0,3680.0,530.0,3590.0,23.0
7592,IA,50439,0.0,70.0,80.0,210.0,0.0,0.0,0.0
7593,IA,50440,0.0,140.0,100.0,370.0,40.0,0.0,4.0
7594,IA,50441,50.0,1750.0,1460.0,4720.0,480.0,4382.0,36.0
7595,IA,50444,0.0,130.0,120.0,390.0,40.0,0.0,0.0
7596,IA,50446,0.0,170.0,150.0,500.0,40.0,0.0,3.0
7597,IA,50447,0.0,350.0,270.0,920.0,70.0,0.0,11.0
7598,IA,50448,0.0,220.0,190.0,610.0,60.0,0.0,8.0
7599,IA,50449,0.0,200.0,240.0,610.0,50.0,0.0,8.0
7600,IA,50450,30.0,970.0,890.0,2620.0,270.0,2442.0,27.0
7601,IA,50451,0.0,180.0,130.0,400.0,50.0,0.0,0.0
7602,IA,50452,0.0,260.0,200.0,660.0,60.0,0.0,5.0
7603,IA,50453,0.0,180.0,150.0,480.0,40.0,0.0,7.0
7604,IA,50455,0.0,110.0,70.0,320.0,30.0,0.0,0.0
7605,IA,50456,0.0,500.0,540.0,1520.0,170.0,0.0,15.0
7606,IA,50457,0.0,100.0,110.0,290.0,20.0,0.0,0.0
7607,IA,50458,0.0,590.0,590.0,1810.0,210.0,1263.0,15.0
7608,IA,50459,0.0,1070.0,870.0,2700.0,310.0,2079.0,29.0
7609,IA,50460,0.0,130.0,60.0,350.0,20.0,0.0,0.0
7610,IA,50461,50.0,1950.0,1500.0,4980.0,690.0,5876.0,41.0
7611,IA,50464,0.0,190.0,200.0,590.0,60.0,0.0,9.0
7612,IA,50466,50.0,540.0,410.0,1490.0,180.0,791.0,11.0
7613,IA,50468,0.0,510.0,460.0,1420.0,170.0,1033.0,11.0
7614,IA,50469,0.0,470.0,430.0,1470.0,140.0,990.0,12.0
7615,IA,50470,0.0,90.0,60.0,190.0,0.0,0.0,0.0
7616,IA,50471,0.0,240.0,200.0,650.0,60.0,0.0,5.0
7617,IA,50472,0.0,840.0,590.0,2150.0,290.0,2305.0,19.0
7618,IA,50473,0.0,80.0,60.0,230.0,0.0,0.0,0.0
7619,IA,50475,0.0,580.0,440.0,1460.0,170.0,1591.0,8.0
7620,IA,50476,0.0,310.0,180.0,700.0,90.0,0.0,6.0
7621,IA,50477,0.0,90.0,90.0,240.0,30.0,0.0,0.0
7622,IA,50478,0.0,260.0,240.0,670.0,70.0,0.0,6.0
7623,IA,50479,0.0,230.0,180.0,610.0,50.0,0.0,6.0
7624,IA,50480,0.0,330.0,270.0,780.0,120.0,0.0,7.0
7625,IA,50482,0.0,290.0,220.0,820.0,140.0,772.0,9.0
7626,IA,50483,0.0,280.0,200.0,680.0,90.0,0.0,6.0
7627,IA,50484,0.0,150.0,110.0,350.0,30.0,0.0,6.0
7628,IA,50501,200.0,6870.0,8440.0,22260.0,2130.0,21142.0,166.0
7629,IA,50510,0.0,350.0,220.0,940.0,90.0,881.0,11.0
7630,IA,50511,60.0,2570.0,2000.0,6610.0,920.0,10857.0,52.0
7631,IA,50514,0.0,510.0,350.0,1160.0,140.0,633.0,7.0
7632,IA,50515,0.0,70.0,60.0,210.0,0.0,0.0,0.0
7633,IA,50516,0.0,230.0,240.0,700.0,60.0,0.0,5.0
