,score,elapsedTime,transformApplied,maxIterations,convergTol,n_neighbors,weight,algorithm,metric,power
3824,0.823185988323603,0.2945,False,30,0.0001,10,uniform,brute,minkowski,2
1136,0.823185988323603,0.2947,False,10,0.001,10,uniform,brute,minkowski,2
6704,0.823185988323603,0.2962,True,50,0.0001,10,uniform,brute,minkowski,2
563,0.823185988323603,0.3,True,10,0.0001,10,uniform,auto,minkowski,2
7475,0.823185988323603,0.3008,True,50,0.01,10,uniform,auto,minkowski,2
6707,0.823185988323603,0.3009,True,50,0.0001,10,uniform,auto,minkowski,2
4592,0.823185988323603,0.3014,False,30,0.01,10,uniform,brute,minkowski,2
1139,0.823185988323603,0.3018,False,10,0.001,10,uniform,auto,minkowski,2
1331,0.823185988323603,0.3018,True,10,0.01,10,uniform,auto,minkowski,2
3440,0.823185988323603,0.3018,False,30,1e-05,10,uniform,brute,minkowski,2
3248,0.823185988323603,0.3032,True,30,1e-05,10,uniform,brute,minkowski,2
4979,0.823185988323603,0.3032,False,40,1e-05,10,uniform,auto,minkowski,2
2864,0.823185988323603,0.3054,True,20,0.01,10,uniform,brute,minkowski,2
6896,0.823185988323603,0.3055,False,50,0.0001,10,uniform,brute,minkowski,2
4403,0.823185988323603,0.3056,True,30,0.01,10,uniform,auto,minkowski,2
1715,0.823185988323603,0.3062,True,20,1e-05,10,uniform,auto,minkowski,2
5936,0.823185988323603,0.3062,True,40,0.01,10,uniform,brute,minkowski,2
7472,0.823185988323603,0.3072,True,50,0.01,10,uniform,brute,minkowski,2
4400,0.823185988323603,0.308,True,30,0.01,10,uniform,brute,minkowski,2
3635,0.823185988323603,0.3081,True,30,0.0001,10,uniform,auto,minkowski,2
4208,0.823185988323603,0.3092,False,30,0.001,10,uniform,brute,minkowski,2
1907,0.823185988323603,0.3102,False,20,1e-05,10,uniform,auto,minkowski,2
1328,0.823185988323603,0.3106,True,10,0.01,10,uniform,brute,minkowski,2
7088,0.823185988323603,0.3112,True,50,0.001,10,uniform,brute,minkowski,2
5363,0.823185988323603,0.3114,False,40,0.0001,10,uniform,auto,minkowski,2
4976,0.823185988323603,0.3122,False,40,1e-05,10,uniform,brute,minkowski,2
5360,0.823185988323603,0.3129,False,40,0.0001,10,uniform,brute,minkowski,2
5747,0.823185988323603,0.3136,False,40,0.001,10,uniform,auto,minkowski,2
755,0.823185988323603,0.3141,False,10,0.0001,10,uniform,auto,minkowski,2
6515,0.823185988323603,0.3147,False,50,1e-05,10,uniform,auto,minkowski,2
368,0.823185988323603,0.3164,False,10,1e-05,10,uniform,brute,minkowski,2
6128,0.823185988323603,0.3171,False,40,0.01,10,uniform,brute,minkowski,2
560,0.823185988323603,0.3175,True,10,0.0001,10,uniform,brute,minkowski,2
5555,0.823185988323603,0.3179,True,40,0.001,10,uniform,auto,minkowski,2
7667,0.823185988323603,0.318,False,50,0.01,10,uniform,auto,minkowski,2
6131,0.823185988323603,0.3184,False,40,0.01,10,uniform,auto,minkowski,2
4595,0.823185988323603,0.3185,False,30,0.01,10,uniform,auto,minkowski,2
3059,0.823185988323603,0.3204,False,20,0.01,10,uniform,auto,minkowski,2
752,0.823185988323603,0.3226,False,10,0.0001,10,uniform,brute,minkowski,2
5552,0.823185988323603,0.3228,True,40,0.001,10,uniform,brute,minkowski,2
5744,0.823185988323603,0.3233,False,40,0.001,10,uniform,brute,minkowski,2
5168,0.823185988323603,0.3251,True,40,0.0001,10,uniform,brute,minkowski,2
5171,0.823185988323603,0.3265,True,40,0.0001,10,uniform,auto,minkowski,2
3056,0.823185988323603,0.328,False,20,0.01,10,uniform,brute,minkowski,2
5939,0.823185988323603,0.3329,True,40,0.01,10,uniform,auto,minkowski,2
7664,0.823185988323603,0.3379,False,50,0.01,10,uniform,brute,minkowski,2
4211,0.823185988323603,0.3383,False,30,0.001,10,uniform,auto,minkowski,2
4787,0.823185988323603,0.3399,True,40,1e-05,10,uniform,auto,minkowski,2
1523,0.823185988323603,0.373,False,10,0.01,10,uniform,auto,minkowski,2
1520,0.823185988323603,0.379,False,10,0.01,10,uniform,brute,minkowski,2
1904,0.823185988323603,0.5615,False,20,1e-05,10,uniform,brute,minkowski,2
2090,0.823185988323603,1.7269,True,20,0.0001,10,uniform,ball_tree,minkowski,2
7466,0.823185988323603,1.7518,True,50,0.01,10,uniform,ball_tree,minkowski,2
7082,0.823185988323603,1.7603,True,50,0.001,10,uniform,ball_tree,minkowski,2
3242,0.823185988323603,1.7712,True,30,1e-05,10,uniform,ball_tree,minkowski,2
2474,0.823185988323603,1.7784,True,20,0.001,10,uniform,ball_tree,minkowski,2
4010,0.823185988323603,1.7807,True,30,0.001,10,uniform,ball_tree,minkowski,2
2282,0.823185988323603,1.7931,False,20,0.0001,10,uniform,ball_tree,minkowski,2
7274,0.823185988323603,1.7944,False,50,0.001,10,uniform,ball_tree,minkowski,2
3626,0.823185988323603,1.7971,True,30,0.0001,10,uniform,ball_tree,minkowski,2
6698,0.823185988323603,1.8121,True,50,0.0001,10,uniform,ball_tree,minkowski,2
6890,0.823185988323603,1.8123,False,50,0.0001,10,uniform,ball_tree,minkowski,2
938,0.823185988323603,1.8192,True,10,0.001,10,uniform,ball_tree,minkowski,2
3434,0.823185988323603,1.82,False,30,1e-05,10,uniform,ball_tree,minkowski,2
6314,0.823185988323603,1.8222,True,50,1e-05,10,uniform,ball_tree,minkowski,2
170,0.823185988323603,1.841,True,10,1e-05,10,uniform,ball_tree,minkowski,2
6506,0.823185988323603,1.8438,False,50,1e-05,10,uniform,ball_tree,minkowski,2
4586,0.823185988323603,1.8569,False,30,0.01,10,uniform,ball_tree,minkowski,2
2666,0.823185988323603,1.8635,False,20,0.001,10,uniform,ball_tree,minkowski,2
3818,0.823185988323603,1.8716,False,30,0.0001,10,uniform,ball_tree,minkowski,2
1706,0.823185988323603,1.8813,True,20,1e-05,10,uniform,ball_tree,minkowski,2
362,0.823185988323603,1.8861,False,10,1e-05,10,uniform,ball_tree,minkowski,2
1898,0.823185988323603,1.8865,False,20,1e-05,10,uniform,ball_tree,minkowski,2
746,0.823185988323603,1.9779,False,10,0.0001,10,uniform,ball_tree,minkowski,2
4970,0.823185988323603,2.004,False,40,1e-05,10,uniform,ball_tree,minkowski,2
2858,0.823185988323603,2.0226,True,20,0.01,10,uniform,ball_tree,minkowski,2
3050,0.823185988323603,2.1094,False,20,0.01,10,uniform,ball_tree,minkowski,2
4778,0.823185988323603,2.1767,True,40,1e-05,10,uniform,ball_tree,minkowski,2
4202,0.823185988323603,2.2265,False,30,0.001,10,uniform,ball_tree,minkowski,2
1322,0.823185988323603,2.2588,True,10,0.01,10,uniform,ball_tree,minkowski,2
554,0.823185988323603,2.2616,True,10,0.0001,10,uniform,ball_tree,minkowski,2
5354,0.823185988323603,2.2696,False,40,0.0001,10,uniform,ball_tree,minkowski,2
4394,0.823185988323603,2.2731,True,30,0.01,10,uniform,ball_tree,minkowski,2
5930,0.823185988323603,2.2769,True,40,0.01,10,uniform,ball_tree,minkowski,2
5162,0.823185988323603,2.3019,True,40,0.0001,10,uniform,ball_tree,minkowski,2
7658,0.823185988323603,2.3269,False,50,0.01,10,uniform,ball_tree,minkowski,2
5738,0.823185988323603,2.3772,False,40,0.001,10,uniform,ball_tree,minkowski,2
6122,0.823185988323603,2.4199,False,40,0.01,10,uniform,ball_tree,minkowski,2
5546,0.823185988323603,2.4371,True,40,0.001,10,uniform,ball_tree,minkowski,2
1514,0.823185988323603,2.4536,False,10,0.01,10,uniform,ball_tree,minkowski,2
1130,0.823185988323603,2.4794,False,10,0.001,10,uniform,ball_tree,minkowski,2
6317,0.823185988323603,2.5614,True,50,1e-05,10,uniform,kd_tree,minkowski,2
7469,0.823185988323603,2.5757,True,50,0.01,10,uniform,kd_tree,minkowski,2
6701,0.823185988323603,2.5859,True,50,0.0001,10,uniform,kd_tree,minkowski,2
2477,0.823185988323603,2.6086,True,20,0.001,10,uniform,kd_tree,minkowski,2
4013,0.823185988323603,2.6121,True,30,0.001,10,uniform,kd_tree,minkowski,2
3245,0.823185988323603,2.6175,True,30,1e-05,10,uniform,kd_tree,minkowski,2
941,0.823185988323603,2.6185,True,10,0.001,10,uniform,kd_tree,minkowski,2
7085,0.823185988323603,2.6191,True,50,0.001,10,uniform,kd_tree,minkowski,2
1709,0.823185988323603,2.6198,True,20,1e-05,10,uniform,kd_tree,minkowski,2
4781,0.823185988323603,2.624,True,40,1e-05,10,uniform,kd_tree,minkowski,2
3629,0.823185988323603,2.6517,True,30,0.0001,10,uniform,kd_tree,minkowski,2
2093,0.823185988323603,2.6726,True,20,0.0001,10,uniform,kd_tree,minkowski,2
5933,0.823185988323603,2.6986,True,40,0.01,10,uniform,kd_tree,minkowski,2
173,0.823185988323603,2.7491,True,10,1e-05,10,uniform,kd_tree,minkowski,2
2861,0.823185988323603,2.8062,True,20,0.01,10,uniform,kd_tree,minkowski,2
4397,0.823185988323603,2.8243,True,30,0.01,10,uniform,kd_tree,minkowski,2
5165,0.823185988323603,2.8411,True,40,0.0001,10,uniform,kd_tree,minkowski,2
6509,0.823185988323603,2.8417,False,50,1e-05,10,uniform,kd_tree,minkowski,2
2285,0.823185988323603,2.8426,False,20,0.0001,10,uniform,kd_tree,minkowski,2
7277,0.823185988323603,2.8507,False,50,0.001,10,uniform,kd_tree,minkowski,2
365,0.823185988323603,2.8621,False,10,1e-05,10,uniform,kd_tree,minkowski,2
2669,0.823185988323603,2.8948,False,20,0.001,10,uniform,kd_tree,minkowski,2
5549,0.823185988323603,2.8988,True,40,0.001,10,uniform,kd_tree,minkowski,2
6893,0.823185988323603,2.9022,False,50,0.0001,10,uniform,kd_tree,minkowski,2
1325,0.823185988323603,2.9115,True,10,0.01,10,uniform,kd_tree,minkowski,2
749,0.823185988323603,2.9183,False,10,0.0001,10,uniform,kd_tree,minkowski,2
4973,0.823185988323603,2.9524,False,40,1e-05,10,uniform,kd_tree,minkowski,2
1901,0.823185988323603,2.9761,False,20,1e-05,10,uniform,kd_tree,minkowski,2
557,0.823185988323603,2.9778,True,10,0.0001,10,uniform,kd_tree,minkowski,2
3437,0.823185988323603,2.9979,False,30,1e-05,10,uniform,kd_tree,minkowski,2
5357,0.823185988323603,3.1943,False,40,0.0001,10,uniform,kd_tree,minkowski,2
4205,0.823185988323603,3.1965,False,30,0.001,10,uniform,kd_tree,minkowski,2
3821,0.823185988323603,3.2033,False,30,0.0001,10,uniform,kd_tree,minkowski,2
1517,0.823185988323603,3.2098,False,10,0.01,10,uniform,kd_tree,minkowski,2
7661,0.823185988323603,3.244,False,50,0.01,10,uniform,kd_tree,minkowski,2
6125,0.823185988323603,3.2561,False,40,0.01,10,uniform,kd_tree,minkowski,2
1133,0.823185988323603,3.259,False,10,0.001,10,uniform,kd_tree,minkowski,2
4589,0.823185988323603,3.263,False,30,0.01,10,uniform,kd_tree,minkowski,2
5741,0.823185988323603,3.2756,False,40,0.001,10,uniform,kd_tree,minkowski,2
3053,0.823185988323603,3.6328,False,20,0.01,10,uniform,kd_tree,minkowski,2
2267,0.8223519599666389,0.2777,False,20,0.0001,9,uniform,auto,minkowski,2
7016,0.8223519599666389,0.2803,True,50,0.001,7,uniform,brute,minkowski,2
7256,0.8223519599666389,0.2806,False,50,0.001,9,uniform,brute,minkowski,2
1427,0.8223519599666389,0.2807,False,10,0.01,6,uniform,auto,minkowski,2
3347,0.8223519599666389,0.2807,False,30,1e-05,6,uniform,auto,minkowski,2
2192,0.8223519599666389,0.2808,False,20,0.0001,6,uniform,brute,minkowski,2
1232,0.8223519599666389,0.2811,True,10,0.01,6,uniform,brute,minkowski,2
6803,0.8223519599666389,0.2811,False,50,0.0001,6,uniform,auto,minkowski,2
272,0.8223519599666389,0.2812,False,10,1e-05,6,uniform,brute,minkowski,2
2771,0.8223519599666389,0.2813,True,20,0.01,6,uniform,auto,minkowski,2
2195,0.8223519599666389,0.2818,False,20,0.0001,6,uniform,auto,minkowski,2
6608,0.8223519599666389,0.2822,True,50,0.0001,6,uniform,brute,minkowski,2
2411,0.8223519599666389,0.2825,True,20,0.001,7,uniform,auto,minkowski,2
152,0.8223519599666389,0.2827,True,10,1e-05,9,uniform,brute,minkowski,2
1640,0.8223519599666389,0.283,True,20,1e-05,7,uniform,brute,minkowski,2
7448,0.8223519599666389,0.283,True,50,0.01,9,uniform,brute,minkowski,2
6611,0.8223519599666389,0.2832,True,50,0.0001,6,uniform,auto,minkowski,2
4763,0.8223519599666389,0.2833,True,40,1e-05,9,uniform,auto,minkowski,2
7403,0.8223519599666389,0.2834,True,50,0.01,7,uniform,auto,minkowski,2
4904,0.8223519599666389,0.2835,False,40,1e-05,7,uniform,brute,minkowski,2
83,0.8223519599666389,0.2836,True,10,1e-05,6,uniform,auto,minkowski,2
6416,0.8223519599666389,0.2836,False,50,1e-05,6,uniform,brute,minkowski,2
1619,0.8223519599666389,0.2837,True,20,1e-05,6,uniform,auto,minkowski,2
3800,0.8223519599666389,0.2838,False,30,0.0001,9,uniform,brute,minkowski,2
2768,0.8223519599666389,0.284,True,20,0.01,6,uniform,brute,minkowski,2
7400,0.8223519599666389,0.2844,True,50,0.01,7,uniform,brute,minkowski,2
3944,0.8223519599666389,0.2845,True,30,0.001,7,uniform,brute,minkowski,2
5291,0.8223519599666389,0.2848,False,40,0.0001,7,uniform,auto,minkowski,2
875,0.8223519599666389,0.2849,True,10,0.001,7,uniform,auto,minkowski,2
4760,0.8223519599666389,0.2849,True,40,1e-05,9,uniform,brute,minkowski,2
7019,0.8223519599666389,0.2851,True,50,0.001,7,uniform,auto,minkowski,2
2456,0.8223519599666389,0.2858,True,20,0.001,9,uniform,brute,minkowski,2
4883,0.8223519599666389,0.2866,False,40,1e-05,6,uniform,auto,minkowski,2
4907,0.8223519599666389,0.2868,False,40,1e-05,7,uniform,auto,minkowski,2
296,0.8223519599666389,0.2869,False,10,1e-05,7,uniform,brute,minkowski,2
6443,0.8223519599666389,0.2869,False,50,1e-05,7,uniform,auto,minkowski,2
923,0.8223519599666389,0.2871,True,10,0.001,9,uniform,auto,minkowski,2
1883,0.8223519599666389,0.2873,False,20,1e-05,9,uniform,auto,minkowski,2
6440,0.8223519599666389,0.288,False,50,1e-05,7,uniform,brute,minkowski,2
104,0.8223519599666389,0.2883,True,10,1e-05,7,uniform,brute,minkowski,2
1880,0.8223519599666389,0.2884,False,20,1e-05,9,uniform,brute,minkowski,2
2003,0.8223519599666389,0.2886,True,20,0.0001,6,uniform,auto,minkowski,2
2384,0.8223519599666389,0.2887,True,20,0.001,6,uniform,brute,minkowski,2
7259,0.8223519599666389,0.2897,False,50,0.001,9,uniform,auto,minkowski,2
107,0.8223519599666389,0.2898,True,10,1e-05,7,uniform,auto,minkowski,2
2027,0.8223519599666389,0.2899,True,20,0.0001,7,uniform,auto,minkowski,2
7064,0.8223519599666389,0.2899,True,50,0.001,9,uniform,brute,minkowski,2
6680,0.8223519599666389,0.29,True,50,0.0001,9,uniform,brute,minkowski,2
2792,0.8223519599666389,0.2901,True,20,0.01,7,uniform,brute,minkowski,2
6875,0.8223519599666389,0.2902,False,50,0.0001,9,uniform,auto,minkowski,2
4880,0.8223519599666389,0.2903,False,40,1e-05,6,uniform,brute,minkowski,2
7451,0.8223519599666389,0.2904,True,50,0.01,9,uniform,auto,minkowski,2
6995,0.8223519599666389,0.2906,True,50,0.001,6,uniform,auto,minkowski,2
2603,0.8223519599666389,0.2907,False,20,0.001,7,uniform,auto,minkowski,2
1616,0.8223519599666389,0.291,True,20,1e-05,6,uniform,brute,minkowski,2
2264,0.8223519599666389,0.2912,False,20,0.0001,9,uniform,brute,minkowski,2
1235,0.8223519599666389,0.2913,True,10,0.01,6,uniform,auto,minkowski,2
3416,0.8223519599666389,0.2914,False,30,1e-05,9,uniform,brute,minkowski,2
3947,0.8223519599666389,0.2914,True,30,0.001,7,uniform,auto,minkowski,2
659,0.8223519599666389,0.2915,False,10,0.0001,6,uniform,auto,minkowski,2
2459,0.8223519599666389,0.2917,True,20,0.001,9,uniform,auto,minkowski,2
2600,0.8223519599666389,0.2918,False,20,0.001,7,uniform,brute,minkowski,2
3995,0.8223519599666389,0.2919,True,30,0.001,9,uniform,auto,minkowski,2
1835,0.8223519599666389,0.292,False,20,1e-05,7,uniform,auto,minkowski,2
3227,0.8223519599666389,0.292,True,30,1e-05,9,uniform,auto,minkowski,2
731,0.8223519599666389,0.2922,False,10,0.0001,9,uniform,auto,minkowski,2
872,0.8223519599666389,0.2922,True,10,0.001,7,uniform,brute,minkowski,2
3923,0.8223519599666389,0.2922,True,30,0.001,6,uniform,auto,minkowski,2
2648,0.8223519599666389,0.2923,False,20,0.001,9,uniform,brute,minkowski,2
2024,0.8223519599666389,0.2924,True,20,0.0001,7,uniform,brute,minkowski,2
6992,0.8223519599666389,0.2924,True,50,0.001,6,uniform,brute,minkowski,2
1643,0.8223519599666389,0.2925,True,20,1e-05,7,uniform,auto,minkowski,2
2651,0.8223519599666389,0.2925,False,20,0.001,9,uniform,auto,minkowski,2
3752,0.8223519599666389,0.2925,False,30,0.0001,7,uniform,brute,minkowski,2
7376,0.8223519599666389,0.2925,True,50,0.01,6,uniform,brute,minkowski,2
1811,0.8223519599666389,0.2926,False,20,1e-05,6,uniform,auto,minkowski,2
3803,0.8223519599666389,0.2926,False,30,0.0001,9,uniform,auto,minkowski,2
3152,0.8223519599666389,0.2928,True,30,1e-05,6,uniform,brute,minkowski,2
6800,0.8223519599666389,0.293,False,50,0.0001,6,uniform,brute,minkowski,2
7379,0.8223519599666389,0.2934,True,50,0.01,6,uniform,auto,minkowski,2
275,0.8223519599666389,0.2935,False,10,1e-05,6,uniform,auto,minkowski,2
3539,0.8223519599666389,0.2935,True,30,0.0001,6,uniform,auto,minkowski,2
920,0.8223519599666389,0.2938,True,10,0.001,9,uniform,brute,minkowski,2
1832,0.8223519599666389,0.2941,False,20,1e-05,7,uniform,brute,minkowski,2
2579,0.8223519599666389,0.2945,False,20,0.001,6,uniform,auto,minkowski,2
3176,0.8223519599666389,0.2951,True,30,1e-05,7,uniform,brute,minkowski,2
80,0.8223519599666389,0.2956,True,10,1e-05,6,uniform,brute,minkowski,2
4691,0.8223519599666389,0.2956,True,40,1e-05,6,uniform,auto,minkowski,2
2795,0.8223519599666389,0.296,True,20,0.01,7,uniform,auto,minkowski,2
3563,0.8223519599666389,0.2962,True,30,0.0001,7,uniform,auto,minkowski,2
4187,0.8223519599666389,0.2966,False,30,0.001,9,uniform,auto,minkowski,2
2219,0.8223519599666389,0.2972,False,20,0.0001,7,uniform,auto,minkowski,2
3419,0.8223519599666389,0.2972,False,30,1e-05,9,uniform,auto,minkowski,2
6491,0.8223519599666389,0.2975,False,50,1e-05,9,uniform,auto,minkowski,2
2987,0.8223519599666389,0.298,False,20,0.01,7,uniform,auto,minkowski,2
2072,0.8223519599666389,0.2982,True,20,0.0001,9,uniform,brute,minkowski,2
3224,0.8223519599666389,0.2982,True,30,1e-05,9,uniform,brute,minkowski,2
6827,0.8223519599666389,0.2982,False,50,0.0001,7,uniform,auto,minkowski,2
2843,0.8223519599666389,0.2983,True,20,0.01,9,uniform,auto,minkowski,2
3920,0.8223519599666389,0.2985,True,30,0.001,6,uniform,brute,minkowski,2
6419,0.8223519599666389,0.2986,False,50,1e-05,6,uniform,auto,minkowski,2
6872,0.8223519599666389,0.2986,False,50,0.0001,9,uniform,brute,minkowski,2
6488,0.8223519599666389,0.2991,False,50,1e-05,9,uniform,brute,minkowski,2
4379,0.8223519599666389,0.2992,True,30,0.01,9,uniform,auto,minkowski,2
2840,0.8223519599666389,0.2994,True,20,0.01,9,uniform,brute,minkowski,2
1808,0.8223519599666389,0.2995,False,20,1e-05,6,uniform,brute,minkowski,2
683,0.8223519599666389,0.2999,False,10,0.0001,7,uniform,auto,minkowski,2
5096,0.8223519599666389,0.3,True,40,0.0001,7,uniform,brute,minkowski,2
7208,0.8223519599666389,0.3,False,50,0.001,7,uniform,brute,minkowski,2
2408,0.8223519599666389,0.3002,True,20,0.001,7,uniform,brute,minkowski,2
155,0.8223519599666389,0.3003,True,10,1e-05,9,uniform,auto,minkowski,2
3560,0.8223519599666389,0.3004,True,30,0.0001,7,uniform,brute,minkowski,2
3344,0.8223519599666389,0.3005,False,30,1e-05,6,uniform,brute,minkowski,2
5867,0.8223519599666389,0.3005,True,40,0.01,7,uniform,auto,minkowski,2
2387,0.8223519599666389,0.301,True,20,0.001,6,uniform,auto,minkowski,2
3755,0.8223519599666389,0.3011,False,30,0.0001,7,uniform,auto,minkowski,2
6296,0.8223519599666389,0.3015,True,50,1e-05,9,uniform,brute,minkowski,2
3611,0.8223519599666389,0.3018,True,30,0.0001,9,uniform,auto,minkowski,2
7211,0.8223519599666389,0.3021,False,50,0.001,7,uniform,auto,minkowski,2
4688,0.8223519599666389,0.3022,True,40,1e-05,6,uniform,brute,minkowski,2
6632,0.8223519599666389,0.3022,True,50,0.0001,7,uniform,brute,minkowski,2
3992,0.8223519599666389,0.3024,True,30,0.001,9,uniform,brute,minkowski,2
2000,0.8223519599666389,0.3025,True,20,0.0001,6,uniform,brute,minkowski,2
344,0.8223519599666389,0.303,False,10,1e-05,9,uniform,brute,minkowski,2
4952,0.8223519599666389,0.3032,False,40,1e-05,9,uniform,brute,minkowski,2
6251,0.8223519599666389,0.3032,True,50,1e-05,7,uniform,auto,minkowski,2
5651,0.8223519599666389,0.3033,False,40,0.001,6,uniform,auto,minkowski,2
3155,0.8223519599666389,0.3039,True,30,1e-05,6,uniform,auto,minkowski,2
5864,0.8223519599666389,0.304,True,40,0.01,7,uniform,brute,minkowski,2
848,0.8223519599666389,0.3041,True,10,0.001,6,uniform,brute,minkowski,2
3179,0.8223519599666389,0.3042,True,30,1e-05,7,uniform,auto,minkowski,2
5912,0.8223519599666389,0.3045,True,40,0.01,9,uniform,brute,minkowski,2
2216,0.8223519599666389,0.3052,False,20,0.0001,7,uniform,brute,minkowski,2
4571,0.8223519599666389,0.3052,False,30,0.01,9,uniform,auto,minkowski,2
5099,0.8223519599666389,0.3052,True,40,0.0001,7,uniform,auto,minkowski,2
851,0.8223519599666389,0.3055,True,10,0.001,6,uniform,auto,minkowski,2
2984,0.8223519599666389,0.3055,False,20,0.01,7,uniform,brute,minkowski,2
3371,0.8223519599666389,0.3059,False,30,1e-05,7,uniform,auto,minkowski,2
539,0.8223519599666389,0.306,True,10,0.0001,9,uniform,auto,minkowski,2
6635,0.8223519599666389,0.3061,True,50,0.0001,7,uniform,auto,minkowski,2
1451,0.8223519599666389,0.3062,False,10,0.01,7,uniform,auto,minkowski,2
4331,0.8223519599666389,0.3063,True,30,0.01,7,uniform,auto,minkowski,2
2576,0.8223519599666389,0.3067,False,20,0.001,6,uniform,brute,minkowski,2
491,0.8223519599666389,0.307,True,10,0.0001,7,uniform,auto,minkowski,2
4307,0.8223519599666389,0.3074,True,30,0.01,6,uniform,auto,minkowski,2
2075,0.8223519599666389,0.3078,True,20,0.0001,9,uniform,auto,minkowski,2
536,0.8223519599666389,0.3084,True,10,0.0001,9,uniform,brute,minkowski,2
5480,0.8223519599666389,0.3084,True,40,0.001,7,uniform,brute,minkowski,2
488,0.8223519599666389,0.3092,True,10,0.0001,7,uniform,brute,minkowski,2
6824,0.8223519599666389,0.3097,False,50,0.0001,7,uniform,brute,minkowski,2
1040,0.8223519599666389,0.3101,False,10,0.001,6,uniform,brute,minkowski,2
5456,0.8223519599666389,0.3101,True,40,0.001,6,uniform,brute,minkowski,2
299,0.8223519599666389,0.3102,False,10,1e-05,7,uniform,auto,minkowski,2
4376,0.8223519599666389,0.3102,True,30,0.01,9,uniform,brute,minkowski,2
1499,0.8223519599666389,0.3103,False,10,0.01,9,uniform,auto,minkowski,2
467,0.8223519599666389,0.3107,True,10,0.0001,6,uniform,auto,minkowski,2
464,0.8223519599666389,0.311,True,10,0.0001,6,uniform,brute,minkowski,2
6227,0.8223519599666389,0.3111,True,50,1e-05,6,uniform,auto,minkowski,2
4115,0.8223519599666389,0.3112,False,30,0.001,6,uniform,auto,minkowski,2
5075,0.8223519599666389,0.3112,True,40,0.0001,6,uniform,auto,minkowski,2
4136,0.8223519599666389,0.3114,False,30,0.001,7,uniform,brute,minkowski,2
4139,0.8223519599666389,0.3115,False,30,0.001,7,uniform,auto,minkowski,2
5843,0.8223519599666389,0.3117,True,40,0.01,6,uniform,auto,minkowski,2
1448,0.8223519599666389,0.3123,False,10,0.01,7,uniform,brute,minkowski,2
3608,0.8223519599666389,0.3123,True,30,0.0001,9,uniform,brute,minkowski,2
4568,0.8223519599666389,0.3124,False,30,0.01,9,uniform,brute,minkowski,2
6683,0.8223519599666389,0.3128,True,50,0.0001,9,uniform,auto,minkowski,2
5288,0.8223519599666389,0.313,False,40,0.0001,7,uniform,brute,minkowski,2
5720,0.8223519599666389,0.3131,False,40,0.001,9,uniform,brute,minkowski,2
4184,0.8223519599666389,0.3134,False,30,0.001,9,uniform,brute,minkowski,2
1256,0.8223519599666389,0.3142,True,10,0.01,7,uniform,brute,minkowski,2
3536,0.8223519599666389,0.3142,True,30,0.0001,6,uniform,brute,minkowski,2
6107,0.8223519599666389,0.3145,False,40,0.01,9,uniform,auto,minkowski,2
5840,0.8223519599666389,0.3149,True,40,0.01,6,uniform,brute,minkowski,2
1043,0.8223519599666389,0.315,False,10,0.001,6,uniform,auto,minkowski,2
7067,0.8223519599666389,0.3151,True,50,0.001,9,uniform,auto,minkowski,2
7592,0.8223519599666389,0.3162,False,50,0.01,7,uniform,brute,minkowski,2
7571,0.8223519599666389,0.3165,False,50,0.01,6,uniform,auto,minkowski,2
6104,0.8223519599666389,0.3167,False,40,0.01,9,uniform,brute,minkowski,2
6032,0.8223519599666389,0.3168,False,40,0.01,6,uniform,brute,minkowski,2
5648,0.8223519599666389,0.3178,False,40,0.001,6,uniform,brute,minkowski,2
7595,0.8223519599666389,0.3179,False,50,0.01,7,uniform,auto,minkowski,2
5723,0.8223519599666389,0.3184,False,40,0.001,9,uniform,auto,minkowski,2
4520,0.8223519599666389,0.3186,False,30,0.01,7,uniform,brute,minkowski,2
4712,0.8223519599666389,0.3195,True,40,1e-05,7,uniform,brute,minkowski,2
5339,0.8223519599666389,0.3195,False,40,0.0001,9,uniform,auto,minkowski,2
1307,0.8223519599666389,0.3197,True,10,0.01,9,uniform,auto,minkowski,2
6035,0.8223519599666389,0.32,False,40,0.01,6,uniform,auto,minkowski,2
7568,0.8223519599666389,0.32,False,50,0.01,6,uniform,brute,minkowski,2
4715,0.8223519599666389,0.3201,True,40,1e-05,7,uniform,auto,minkowski,2
5672,0.8223519599666389,0.3201,False,40,0.001,7,uniform,brute,minkowski,2
4523,0.8223519599666389,0.3202,False,30,0.01,7,uniform,auto,minkowski,2
4304,0.8223519599666389,0.3205,True,30,0.01,6,uniform,brute,minkowski,2
7640,0.8223519599666389,0.3205,False,50,0.01,9,uniform,brute,minkowski,2
6056,0.8223519599666389,0.3207,False,40,0.01,7,uniform,brute,minkowski,2
7643,0.8223519599666389,0.321,False,50,0.01,9,uniform,auto,minkowski,2
1304,0.8223519599666389,0.322,True,10,0.01,9,uniform,brute,minkowski,2
4955,0.8223519599666389,0.3221,False,40,1e-05,9,uniform,auto,minkowski,2
6224,0.8223519599666389,0.3228,True,50,1e-05,6,uniform,brute,minkowski,2
1064,0.8223519599666389,0.323,False,10,0.001,7,uniform,brute,minkowski,2
5915,0.8223519599666389,0.3231,True,40,0.01,9,uniform,auto,minkowski,2
3368,0.8223519599666389,0.3245,False,30,1e-05,7,uniform,brute,minkowski,2
4328,0.8223519599666389,0.3254,True,30,0.01,7,uniform,brute,minkowski,2
3035,0.8223519599666389,0.3261,False,20,0.01,9,uniform,auto,minkowski,2
