,score,elapsedTime,transformApplied,maxIterations,convergTol,n_neighbors,weight,algorithm,metric,power
636,0.5871559633027523,2.603,False,10,0.0001,5,distance,ball_tree,chebyshev,-1
4092,0.5871559633027523,2.6036,False,30,0.001,5,distance,ball_tree,chebyshev,-1
6120,0.5871559633027523,2.6036,False,40,0.01,10,uniform,ball_tree,chebyshev,-1
5628,0.5871559633027523,2.6149,False,40,0.001,5,distance,ball_tree,chebyshev,-1
5988,0.5871559633027523,2.6277,False,40,0.01,4,distance,ball_tree,chebyshev,-1
5604,0.5871559633027523,2.6325,False,40,0.001,4,distance,ball_tree,chebyshev,-1
5736,0.5871559633027523,2.6433,False,40,0.001,10,uniform,ball_tree,chebyshev,-1
3048,0.5871559633027523,2.6456,False,20,0.01,10,uniform,ball_tree,chebyshev,-1
7548,0.5871559633027523,2.6918,False,50,0.01,5,distance,ball_tree,chebyshev,-1
2940,0.5871559633027523,2.7001,False,20,0.01,5,distance,ball_tree,chebyshev,-1
4200,0.5871559633027523,2.7028,False,30,0.001,10,uniform,ball_tree,chebyshev,-1
5544,0.5871559633027523,2.8291,True,40,0.001,10,uniform,ball_tree,chebyshev,-1
2916,0.5871559633027523,3.6143,False,20,0.01,4,distance,ball_tree,chebyshev,-1
7446,0.5863219349457881,1.6952,True,50,0.01,9,uniform,brute,chebyshev,-1
7062,0.5863219349457881,1.6963,True,50,0.001,9,uniform,brute,chebyshev,-1
6681,0.5863219349457881,1.7041,True,50,0.0001,9,uniform,auto,chebyshev,-1
7449,0.5863219349457881,1.7054,True,50,0.01,9,uniform,auto,chebyshev,-1
150,0.5863219349457881,1.7063,True,10,1e-05,9,uniform,brute,chebyshev,-1
2454,0.5863219349457881,1.7071,True,20,0.001,9,uniform,brute,chebyshev,-1
918,0.5863219349457881,1.7113,True,10,0.001,9,uniform,brute,chebyshev,-1
6678,0.5863219349457881,1.7133,True,50,0.0001,9,uniform,brute,chebyshev,-1
3993,0.5863219349457881,1.7148,True,30,0.001,9,uniform,auto,chebyshev,-1
3990,0.5863219349457881,1.7187,True,30,0.001,9,uniform,brute,chebyshev,-1
2070,0.5863219349457881,1.7191,True,20,0.0001,9,uniform,brute,chebyshev,-1
7065,0.5863219349457881,1.7252,True,50,0.001,9,uniform,auto,chebyshev,-1
3606,0.5863219349457881,1.7253,True,30,0.0001,9,uniform,brute,chebyshev,-1
2457,0.5863219349457881,1.726,True,20,0.001,9,uniform,auto,chebyshev,-1
921,0.5863219349457881,1.7288,True,10,0.001,9,uniform,auto,chebyshev,-1
5910,0.5863219349457881,1.7381,True,40,0.01,9,uniform,brute,chebyshev,-1
2073,0.5863219349457881,1.7422,True,20,0.0001,9,uniform,auto,chebyshev,-1
3609,0.5863219349457881,1.7428,True,30,0.0001,9,uniform,auto,chebyshev,-1
6294,0.5863219349457881,1.7431,True,50,1e-05,9,uniform,brute,chebyshev,-1
153,0.5863219349457881,1.7476,True,10,1e-05,9,uniform,auto,chebyshev,-1
5913,0.5863219349457881,1.7494,True,40,0.01,9,uniform,auto,chebyshev,-1
3222,0.5863219349457881,1.7541,True,30,1e-05,9,uniform,brute,chebyshev,-1
3225,0.5863219349457881,1.7947,True,30,1e-05,9,uniform,auto,chebyshev,-1
6297,0.5863219349457881,1.7947,True,50,1e-05,9,uniform,auto,chebyshev,-1
1302,0.5863219349457881,1.8151,True,10,0.01,9,uniform,brute,chebyshev,-1
537,0.5863219349457881,1.8182,True,10,0.0001,9,uniform,auto,chebyshev,-1
4761,0.5863219349457881,1.8202,True,40,1e-05,9,uniform,auto,chebyshev,-1
4758,0.5863219349457881,1.8215,True,40,1e-05,9,uniform,brute,chebyshev,-1
4377,0.5863219349457881,1.8467,True,30,0.01,9,uniform,auto,chebyshev,-1
4374,0.5863219349457881,1.8473,True,30,0.01,9,uniform,brute,chebyshev,-1
534,0.5863219349457881,1.8479,True,10,0.0001,9,uniform,brute,chebyshev,-1
1305,0.5863219349457881,1.8512,True,10,0.01,9,uniform,auto,chebyshev,-1
2841,0.5863219349457881,1.862,True,20,0.01,9,uniform,auto,chebyshev,-1
5526,0.5863219349457881,1.8669,True,40,0.001,9,uniform,brute,chebyshev,-1
5142,0.5863219349457881,1.8927,True,40,0.0001,9,uniform,brute,chebyshev,-1
2838,0.5863219349457881,1.9325,True,20,0.01,9,uniform,brute,chebyshev,-1
7044,0.5863219349457881,1.9417,True,50,0.001,8,distance,ball_tree,chebyshev,-1
5529,0.5863219349457881,1.9646,True,40,0.001,9,uniform,auto,chebyshev,-1
1596,0.5863219349457881,1.9747,True,20,1e-05,5,distance,ball_tree,chebyshev,-1
5145,0.5863219349457881,1.9748,True,40,0.0001,9,uniform,auto,chebyshev,-1
6276,0.5863219349457881,1.9822,True,50,1e-05,8,distance,ball_tree,chebyshev,-1
7428,0.5863219349457881,1.9901,True,50,0.01,8,distance,ball_tree,chebyshev,-1
6660,0.5863219349457881,1.9943,True,50,0.0001,8,distance,ball_tree,chebyshev,-1
1689,0.5863219349457881,1.9996,True,20,1e-05,9,uniform,auto,chebyshev,-1
7356,0.5863219349457881,2.0022,True,50,0.01,5,distance,ball_tree,chebyshev,-1
2436,0.5863219349457881,2.0031,True,20,0.001,8,distance,ball_tree,chebyshev,-1
2820,0.5863219349457881,2.0135,True,20,0.01,8,distance,ball_tree,chebyshev,-1
60,0.5863219349457881,2.0152,True,10,1e-05,5,distance,ball_tree,chebyshev,-1
900,0.5863219349457881,2.0188,True,10,0.001,8,distance,ball_tree,chebyshev,-1
1668,0.5863219349457881,2.0262,True,20,1e-05,8,distance,ball_tree,chebyshev,-1
828,0.5863219349457881,2.0319,True,10,0.001,5,distance,ball_tree,chebyshev,-1
2364,0.5863219349457881,2.0418,True,20,0.001,5,distance,ball_tree,chebyshev,-1
3588,0.5863219349457881,2.0434,True,30,0.0001,8,distance,ball_tree,chebyshev,-1
2748,0.5863219349457881,2.0466,True,20,0.01,5,distance,ball_tree,chebyshev,-1
1599,0.5863219349457881,2.0505,True,20,1e-05,5,distance,kd_tree,chebyshev,-1
2052,0.5863219349457881,2.0514,True,20,0.0001,8,distance,ball_tree,chebyshev,-1
3900,0.5863219349457881,2.0555,True,30,0.001,5,distance,ball_tree,chebyshev,-1
6975,0.5863219349457881,2.0555,True,50,0.001,5,distance,kd_tree,chebyshev,-1
2367,0.5863219349457881,2.0621,True,20,0.001,5,distance,kd_tree,chebyshev,-1
4668,0.5863219349457881,2.0648,True,40,1e-05,5,distance,ball_tree,chebyshev,-1
132,0.5863219349457881,2.0679,True,10,1e-05,8,distance,ball_tree,chebyshev,-1
3972,0.5863219349457881,2.072,True,30,0.001,8,distance,ball_tree,chebyshev,-1
2751,0.5863219349457881,2.0758,True,20,0.01,5,distance,kd_tree,chebyshev,-1
6591,0.5863219349457881,2.0769,True,50,0.0001,5,distance,kd_tree,chebyshev,-1
7359,0.5863219349457881,2.0847,True,50,0.01,5,distance,kd_tree,chebyshev,-1
831,0.5863219349457881,2.0944,True,10,0.001,5,distance,kd_tree,chebyshev,-1
3903,0.5863219349457881,2.098,True,30,0.001,5,distance,kd_tree,chebyshev,-1
3135,0.5863219349457881,2.1066,True,30,1e-05,5,distance,kd_tree,chebyshev,-1
3132,0.5863219349457881,2.1112,True,30,1e-05,5,distance,ball_tree,chebyshev,-1
3204,0.5863219349457881,2.1126,True,30,1e-05,8,distance,ball_tree,chebyshev,-1
3519,0.5863219349457881,2.1148,True,30,0.0001,5,distance,kd_tree,chebyshev,-1
5052,0.5863219349457881,2.1217,True,40,0.0001,5,distance,ball_tree,chebyshev,-1
63,0.5863219349457881,2.1244,True,10,1e-05,5,distance,kd_tree,chebyshev,-1
6204,0.5863219349457881,2.1297,True,50,1e-05,5,distance,ball_tree,chebyshev,-1
1215,0.5863219349457881,2.1442,True,10,0.01,5,distance,kd_tree,chebyshev,-1
6207,0.5863219349457881,2.1479,True,50,1e-05,5,distance,kd_tree,chebyshev,-1
1686,0.5863219349457881,2.1512,True,20,1e-05,9,uniform,brute,chebyshev,-1
6315,0.5863219349457881,2.1661,True,50,1e-05,10,uniform,kd_tree,chebyshev,-1
7467,0.5863219349457881,2.168,True,50,0.01,10,uniform,kd_tree,chebyshev,-1
2475,0.5863219349457881,2.1794,True,20,0.001,10,uniform,kd_tree,chebyshev,-1
4011,0.5863219349457881,2.1829,True,30,0.001,10,uniform,kd_tree,chebyshev,-1
2091,0.5863219349457881,2.1917,True,20,0.0001,10,uniform,kd_tree,chebyshev,-1
171,0.5863219349457881,2.1934,True,10,1e-05,10,uniform,kd_tree,chebyshev,-1
939,0.5863219349457881,2.1952,True,10,0.001,10,uniform,kd_tree,chebyshev,-1
7083,0.5863219349457881,2.2079,True,50,0.001,10,uniform,kd_tree,chebyshev,-1
6699,0.5863219349457881,2.2111,True,50,0.0001,10,uniform,kd_tree,chebyshev,-1
3243,0.5863219349457881,2.2202,True,30,1e-05,10,uniform,kd_tree,chebyshev,-1
5820,0.5863219349457881,2.2232,True,40,0.01,5,distance,ball_tree,chebyshev,-1
1707,0.5863219349457881,2.2312,True,20,1e-05,10,uniform,kd_tree,chebyshev,-1
3627,0.5863219349457881,2.2487,True,30,0.0001,10,uniform,kd_tree,chebyshev,-1
4287,0.5863219349457881,2.2509,True,30,0.01,5,distance,kd_tree,chebyshev,-1
4671,0.5863219349457881,2.2541,True,40,1e-05,5,distance,kd_tree,chebyshev,-1
447,0.5863219349457881,2.2585,True,10,0.0001,5,distance,kd_tree,chebyshev,-1
2859,0.5863219349457881,2.2719,True,20,0.01,10,uniform,kd_tree,chebyshev,-1
444,0.5863219349457881,2.2819,True,10,0.0001,5,distance,ball_tree,chebyshev,-1
5439,0.5863219349457881,2.295,True,40,0.001,5,distance,kd_tree,chebyshev,-1
1983,0.5863219349457881,2.3145,True,20,0.0001,5,distance,kd_tree,chebyshev,-1
4779,0.5863219349457881,2.3327,True,40,1e-05,10,uniform,kd_tree,chebyshev,-1
1323,0.5863219349457881,2.3423,True,10,0.01,10,uniform,kd_tree,chebyshev,-1
555,0.5863219349457881,2.3512,True,10,0.0001,10,uniform,kd_tree,chebyshev,-1
4740,0.5863219349457881,2.3542,True,40,1e-05,8,distance,ball_tree,chebyshev,-1
4395,0.5863219349457881,2.3649,True,30,0.01,10,uniform,kd_tree,chebyshev,-1
5055,0.5863219349457881,2.3803,True,40,0.0001,5,distance,kd_tree,chebyshev,-1
4284,0.5863219349457881,2.3901,True,30,0.01,5,distance,ball_tree,chebyshev,-1
516,0.5863219349457881,2.3969,True,10,0.0001,8,distance,ball_tree,chebyshev,-1
6972,0.5863219349457881,2.4046,True,50,0.001,5,distance,ball_tree,chebyshev,-1
5163,0.5863219349457881,2.4155,True,40,0.0001,10,uniform,kd_tree,chebyshev,-1
1212,0.5863219349457881,2.4493,True,10,0.01,5,distance,ball_tree,chebyshev,-1
4356,0.5863219349457881,2.4586,True,30,0.01,8,distance,ball_tree,chebyshev,-1
5124,0.5863219349457881,2.4628,True,40,0.0001,8,distance,ball_tree,chebyshev,-1
5547,0.5863219349457881,2.4672,True,40,0.001,10,uniform,kd_tree,chebyshev,-1
5508,0.5863219349457881,2.4943,True,40,0.001,8,distance,ball_tree,chebyshev,-1
5436,0.5863219349457881,2.5057,True,40,0.001,5,distance,ball_tree,chebyshev,-1
5823,0.5863219349457881,2.5154,True,40,0.01,5,distance,kd_tree,chebyshev,-1
6588,0.5863219349457881,2.5225,True,50,0.0001,5,distance,ball_tree,chebyshev,-1
1980,0.5863219349457881,2.5371,True,20,0.0001,5,distance,ball_tree,chebyshev,-1
3516,0.5863219349457881,2.538,True,30,0.0001,5,distance,ball_tree,chebyshev,-1
1284,0.5863219349457881,2.55,True,10,0.01,8,distance,ball_tree,chebyshev,-1
7239,0.5863219349457881,2.5622,False,50,0.001,8,distance,kd_tree,chebyshev,-1
2247,0.5863219349457881,2.5684,False,20,0.0001,8,distance,kd_tree,chebyshev,-1
3783,0.5863219349457881,2.5836,False,30,0.0001,8,distance,kd_tree,chebyshev,-1
2631,0.5863219349457881,2.5858,False,20,0.001,8,distance,kd_tree,chebyshev,-1
3399,0.5863219349457881,2.5948,False,30,1e-05,8,distance,kd_tree,chebyshev,-1
6471,0.5863219349457881,2.6149,False,50,1e-05,8,distance,kd_tree,chebyshev,-1
1863,0.5863219349457881,2.6207,False,20,1e-05,8,distance,kd_tree,chebyshev,-1
6855,0.5863219349457881,2.6245,False,50,0.0001,8,distance,kd_tree,chebyshev,-1
5892,0.5863219349457881,2.6958,True,40,0.01,8,distance,ball_tree,chebyshev,-1
4935,0.5863219349457881,2.7071,False,40,1e-05,8,distance,kd_tree,chebyshev,-1
5931,0.5863219349457881,2.7337,True,40,0.01,10,uniform,kd_tree,chebyshev,-1
3015,0.5863219349457881,2.7488,False,20,0.01,8,distance,kd_tree,chebyshev,-1
711,0.5863219349457881,2.7832,False,10,0.0001,8,distance,kd_tree,chebyshev,-1
327,0.5863219349457881,2.8144,False,10,1e-05,8,distance,kd_tree,chebyshev,-1
1479,0.5863219349457881,2.8303,False,10,0.01,8,distance,kd_tree,chebyshev,-1
4167,0.5863219349457881,2.8656,False,30,0.001,8,distance,kd_tree,chebyshev,-1
5319,0.5863219349457881,2.8825,False,40,0.0001,8,distance,kd_tree,chebyshev,-1
7623,0.5863219349457881,2.8904,False,50,0.01,8,distance,kd_tree,chebyshev,-1
6087,0.5863219349457881,2.9039,False,40,0.01,8,distance,kd_tree,chebyshev,-1
4551,0.5863219349457881,2.9188,False,30,0.01,8,distance,kd_tree,chebyshev,-1
5703,0.5863219349457881,2.9809,False,40,0.001,8,distance,kd_tree,chebyshev,-1
1095,0.5863219349457881,3.2434,False,10,0.001,8,distance,kd_tree,chebyshev,-1
6261,0.585487906588824,1.671,True,50,1e-05,7,distance,auto,chebyshev,-1
1650,0.585487906588824,1.6727,True,20,1e-05,7,distance,brute,chebyshev,-1
7362,0.585487906588824,1.6731,True,50,0.01,5,distance,brute,chebyshev,-1
1653,0.585487906588824,1.6733,True,20,1e-05,7,distance,auto,chebyshev,-1
2034,0.585487906588824,1.6733,True,20,0.0001,7,distance,brute,chebyshev,-1
834,0.585487906588824,1.6739,True,10,0.001,5,distance,brute,chebyshev,-1
2037,0.585487906588824,1.6744,True,20,0.0001,7,distance,auto,chebyshev,-1
6981,0.585487906588824,1.6747,True,50,0.001,5,distance,auto,chebyshev,-1
1605,0.585487906588824,1.6767,True,20,1e-05,5,distance,auto,chebyshev,-1
1602,0.585487906588824,1.6769,True,20,1e-05,5,distance,brute,chebyshev,-1
6645,0.585487906588824,1.6806,True,50,0.0001,7,distance,auto,chebyshev,-1
7410,0.585487906588824,1.6822,True,50,0.01,7,distance,brute,chebyshev,-1
2805,0.585487906588824,1.6837,True,20,0.01,7,distance,auto,chebyshev,-1
2418,0.585487906588824,1.6838,True,20,0.001,7,distance,brute,chebyshev,-1
837,0.585487906588824,1.6844,True,10,0.001,5,distance,auto,chebyshev,-1
117,0.585487906588824,1.6845,True,10,1e-05,7,distance,auto,chebyshev,-1
3954,0.585487906588824,1.6848,True,30,0.001,7,distance,brute,chebyshev,-1
7029,0.585487906588824,1.6848,True,50,0.001,7,distance,auto,chebyshev,-1
6642,0.585487906588824,1.6852,True,50,0.0001,7,distance,brute,chebyshev,-1
6978,0.585487906588824,1.6855,True,50,0.001,5,distance,brute,chebyshev,-1
882,0.585487906588824,1.6857,True,10,0.001,7,distance,brute,chebyshev,-1
7026,0.585487906588824,1.6859,True,50,0.001,7,distance,brute,chebyshev,-1
4725,0.585487906588824,1.6884,True,40,1e-05,7,distance,auto,chebyshev,-1
3525,0.585487906588824,1.6887,True,30,0.0001,5,distance,auto,chebyshev,-1
5874,0.585487906588824,1.6895,True,40,0.01,7,distance,brute,chebyshev,-1
3909,0.585487906588824,1.6903,True,30,0.001,5,distance,auto,chebyshev,-1
3141,0.585487906588824,1.6915,True,30,1e-05,5,distance,auto,chebyshev,-1
3957,0.585487906588824,1.6922,True,30,0.001,7,distance,auto,chebyshev,-1
6597,0.585487906588824,1.693,True,50,0.0001,5,distance,auto,chebyshev,-1
6594,0.585487906588824,1.6938,True,50,0.0001,5,distance,brute,chebyshev,-1
114,0.585487906588824,1.694,True,10,1e-05,7,distance,brute,chebyshev,-1
7365,0.585487906588824,1.694,True,50,0.01,5,distance,auto,chebyshev,-1
66,0.585487906588824,1.6947,True,10,1e-05,5,distance,brute,chebyshev,-1
3570,0.585487906588824,1.6954,True,30,0.0001,7,distance,brute,chebyshev,-1
6210,0.585487906588824,1.6954,True,50,1e-05,5,distance,brute,chebyshev,-1
2754,0.585487906588824,1.6964,True,20,0.01,5,distance,brute,chebyshev,-1
7470,0.585487906588824,1.697,True,50,0.01,10,uniform,brute,chebyshev,-1
3906,0.585487906588824,1.6971,True,30,0.001,5,distance,brute,chebyshev,-1
885,0.585487906588824,1.6982,True,10,0.001,7,distance,auto,chebyshev,-1
2802,0.585487906588824,1.702,True,20,0.01,7,distance,brute,chebyshev,-1
2097,0.585487906588824,1.7034,True,20,0.0001,10,uniform,auto,chebyshev,-1
2094,0.585487906588824,1.7044,True,20,0.0001,10,uniform,brute,chebyshev,-1
1266,0.585487906588824,1.7049,True,10,0.01,7,distance,brute,chebyshev,-1
4014,0.585487906588824,1.7051,True,30,0.001,10,uniform,brute,chebyshev,-1
7473,0.585487906588824,1.7065,True,50,0.01,10,uniform,auto,chebyshev,-1
6258,0.585487906588824,1.7073,True,50,1e-05,7,distance,brute,chebyshev,-1
3633,0.585487906588824,1.7076,True,30,0.0001,10,uniform,auto,chebyshev,-1
3573,0.585487906588824,1.7086,True,30,0.0001,7,distance,auto,chebyshev,-1
4722,0.585487906588824,1.7088,True,40,1e-05,7,distance,brute,chebyshev,-1
7413,0.585487906588824,1.7092,True,50,0.01,7,distance,auto,chebyshev,-1
6702,0.585487906588824,1.7122,True,50,0.0001,10,uniform,brute,chebyshev,-1
945,0.585487906588824,1.7126,True,10,0.001,10,uniform,auto,chebyshev,-1
2421,0.585487906588824,1.7134,True,20,0.001,7,distance,auto,chebyshev,-1
6321,0.585487906588824,1.7146,True,50,1e-05,10,uniform,auto,chebyshev,-1
174,0.585487906588824,1.7148,True,10,1e-05,10,uniform,brute,chebyshev,-1
177,0.585487906588824,1.7151,True,10,1e-05,10,uniform,auto,chebyshev,-1
4017,0.585487906588824,1.7153,True,30,0.001,10,uniform,auto,chebyshev,-1
942,0.585487906588824,1.7155,True,10,0.001,10,uniform,brute,chebyshev,-1
3186,0.585487906588824,1.7162,True,30,1e-05,7,distance,brute,chebyshev,-1
7086,0.585487906588824,1.7164,True,50,0.001,10,uniform,brute,chebyshev,-1
1710,0.585487906588824,1.7169,True,20,1e-05,10,uniform,brute,chebyshev,-1
4677,0.585487906588824,1.7182,True,40,1e-05,5,distance,auto,chebyshev,-1
6318,0.585487906588824,1.7187,True,50,1e-05,10,uniform,brute,chebyshev,-1
1713,0.585487906588824,1.7213,True,20,1e-05,10,uniform,auto,chebyshev,-1
2478,0.585487906588824,1.7215,True,20,0.001,10,uniform,brute,chebyshev,-1
3630,0.585487906588824,1.7223,True,30,0.0001,10,uniform,brute,chebyshev,-1
5937,0.585487906588824,1.7251,True,40,0.01,10,uniform,auto,chebyshev,-1
2481,0.585487906588824,1.7272,True,20,0.001,10,uniform,auto,chebyshev,-1
6705,0.585487906588824,1.7279,True,50,0.0001,10,uniform,auto,chebyshev,-1
5829,0.585487906588824,1.7326,True,40,0.01,5,distance,auto,chebyshev,-1
3522,0.585487906588824,1.7339,True,30,0.0001,5,distance,brute,chebyshev,-1
3249,0.585487906588824,1.735,True,30,1e-05,10,uniform,auto,chebyshev,-1
5934,0.585487906588824,1.7371,True,40,0.01,10,uniform,brute,chebyshev,-1
6213,0.585487906588824,1.7375,True,50,1e-05,5,distance,auto,chebyshev,-1
3138,0.585487906588824,1.7388,True,30,1e-05,5,distance,brute,chebyshev,-1
69,0.585487906588824,1.7391,True,10,1e-05,5,distance,auto,chebyshev,-1
4674,0.585487906588824,1.7392,True,40,1e-05,5,distance,brute,chebyshev,-1
3246,0.585487906588824,1.7415,True,30,1e-05,10,uniform,brute,chebyshev,-1
7089,0.585487906588824,1.7443,True,50,0.001,10,uniform,auto,chebyshev,-1
5826,0.585487906588824,1.7447,True,40,0.01,5,distance,brute,chebyshev,-1
5877,0.585487906588824,1.7468,True,40,0.01,7,distance,auto,chebyshev,-1
3189,0.585487906588824,1.7503,True,30,1e-05,7,distance,auto,chebyshev,-1
5106,0.585487906588824,1.7573,True,40,0.0001,7,distance,brute,chebyshev,-1
2862,0.585487906588824,1.7626,True,20,0.01,10,uniform,brute,chebyshev,-1
2757,0.585487906588824,1.7633,True,20,0.01,5,distance,auto,chebyshev,-1
2370,0.585487906588824,1.7667,True,20,0.001,5,distance,brute,chebyshev,-1
5109,0.585487906588824,1.7693,True,40,0.0001,7,distance,auto,chebyshev,-1
2373,0.585487906588824,1.7741,True,20,0.001,5,distance,auto,chebyshev,-1
1269,0.585487906588824,1.7751,True,10,0.01,7,distance,auto,chebyshev,-1
4782,0.585487906588824,1.7778,True,40,1e-05,10,uniform,brute,chebyshev,-1
1221,0.585487906588824,1.7909,True,10,0.01,5,distance,auto,chebyshev,-1
4338,0.585487906588824,1.8091,True,30,0.01,7,distance,brute,chebyshev,-1
1218,0.585487906588824,1.8144,True,10,0.01,5,distance,brute,chebyshev,-1
450,0.585487906588824,1.8215,True,10,0.0001,5,distance,brute,chebyshev,-1
1986,0.585487906588824,1.8253,True,20,0.0001,5,distance,brute,chebyshev,-1
4785,0.585487906588824,1.8316,True,40,1e-05,10,uniform,auto,chebyshev,-1
498,0.585487906588824,1.8325,True,10,0.0001,7,distance,brute,chebyshev,-1
1326,0.585487906588824,1.8327,True,10,0.01,10,uniform,brute,chebyshev,-1
4293,0.585487906588824,1.8327,True,30,0.01,5,distance,auto,chebyshev,-1
453,0.585487906588824,1.8385,True,10,0.0001,5,distance,auto,chebyshev,-1
501,0.585487906588824,1.8387,True,10,0.0001,7,distance,auto,chebyshev,-1
4290,0.585487906588824,1.8394,True,30,0.01,5,distance,brute,chebyshev,-1
5445,0.585487906588824,1.8432,True,40,0.001,5,distance,auto,chebyshev,-1
5493,0.585487906588824,1.8448,True,40,0.001,7,distance,auto,chebyshev,-1
5442,0.585487906588824,1.8505,True,40,0.001,5,distance,brute,chebyshev,-1
1329,0.585487906588824,1.8521,True,10,0.01,10,uniform,auto,chebyshev,-1
5061,0.585487906588824,1.862,True,40,0.0001,5,distance,auto,chebyshev,-1
4398,0.585487906588824,1.8623,True,30,0.01,10,uniform,brute,chebyshev,-1
5490,0.585487906588824,1.8658,True,40,0.001,7,distance,brute,chebyshev,-1
4341,0.585487906588824,1.8705,True,30,0.01,7,distance,auto,chebyshev,-1
4401,0.585487906588824,1.871,True,30,0.01,10,uniform,auto,chebyshev,-1
561,0.585487906588824,1.8717,True,10,0.0001,10,uniform,auto,chebyshev,-1
2865,0.585487906588824,1.8731,True,20,0.01,10,uniform,auto,chebyshev,-1
1989,0.585487906588824,1.8768,True,20,0.0001,5,distance,auto,chebyshev,-1
558,0.585487906588824,1.8944,True,10,0.0001,10,uniform,brute,chebyshev,-1
5553,0.585487906588824,1.9073,True,40,0.001,10,uniform,auto,chebyshev,-1
5166,0.585487906588824,1.9126,True,40,0.0001,10,uniform,brute,chebyshev,-1
